Abstract,Topic,DOI,GPT_response,GPT_class,Input_tokens,Output_tokens,reason_stop,system_fingerprint
"Revenue management (RM) has been a strategic priority for airlines for decades. More recently, ancillary revenues and targeted offers for diverse customers have become increasingly relevant. Hence, airlines need to evolve their RM into offer management, complementing flight pricing with dynamic bundling, ancillary pricing and assortment. This research designs a conceptual architecture for customized real-time offer management, expanding on existing literature in several directions. It develops a machine learning framework for highly granular customer segmentation, whilst addressing three potential challenges of data sparsity, curse of dimensionality, and model understandability. The research aims to enhance customer satisfaction through customized offers and improve pricing decisions through more granular willingness-to-pay estimation. © 2021, The Author(s), under exclusive licence to Springer Nature Limited.",18,10.1057/s41272-021-00358-3,This research focuses on enhancing revenue management in airlines by developing a machine learning framework for real-time offer management and customer segmentation. It addresses challenges like data sparsity and model understandability to improve pricing decisions and customer satisfaction. The use of AI methods to enhance pricing strategies classifies this paper in category B. Class: B,B,1580,63,stop,fp_0ba0d124f1
"The impact of the COVID-19 on the industry has highlighted once again the need to create new ways of addressing consumers that would be less reliant on historic data, and more adjusted to recent observations of consumer behaviour, real time experiments and competitive context. This article addresses the implications of consumer behavioural economics in the design of offers and the way airlines will have to rethink the way they price in a New Distribution Capability (NDC) world, as defined by IATA. In a pandemic impacted era, this investment will show its fruits not only after, but also during the recovery phase, where travel behaviour is exceptionally different, capacity fluctuates and the competitive landscape is equally difficult to predict. We will discuss what challenges a pricing department is facing in this new world of offers, as well as how to overcome them in order to provide relevant and personalised offers to each consumer and price them according to the value that these offers bring. In the COVID-19 context as well as post-pandemic, airlines will need to not only respond quicker with capacity adjustments, but also to better understand human behaviour relative to a purchase decision and address each consumer with an optimised offer in real-time, as they request it. Some of the questions for which new artificial intelligence experimentation techniques and behavioural economics models will require significant development are: What drives a person to choose or not to choose a certain offer? How many choices should they see? What trip purpose segment do they belong to? What is their willingness to pay? What attributes of an offer are people considering and what value do they associate to these offers? © 2021, The Author(s), under exclusive licence to Springer Nature Limited.",18,10.1057/s41272-021-00348-5,"This article explores the implications of consumer behavioral economics and AI in airline pricing strategies, particularly in the context of the COVID-19 pandemic. It discusses the need for real-time adjustments to offers based on consumer behavior and competitive dynamics. The focus on AI experimentation techniques to enhance pricing strategies aligns with the analysis of AI's impact on economic outcomes. Class: A",A,1761,70,stop,fp_0ba0d124f1
"Today airlines’ ancillary pricing decision-making is mostly manual, where prices are generally determined by analysts through competitor benchmarking and historical data analysis. After manual computation, ancillary prices are filed in ATPCO (Airline Tariff Publishing Company) or Merchandising systems and these prices can be further tailored to the characteristics of the ancillary request through merchandising rules. Using airline ancillary and itinerary data, we built a gradient boosting machine algorithm that can understand the intricate relations between numerous attributes such as passenger type, itinerary, aircraft type, ancillary product, or season and can make an automated pricing decision based on science. The analysts are relieved from manual work and have the flexibility to change the machine learning (ML) algorithm’s input and output to suit business strategies. The ML algorithm learns the new trends and patterns as part of its training, and analysts can track its performance periodically. The output of the ML algorithm seamlessly integrates with merchandising platforms to implement the dynamic pricing of ancillaries and offers in the direct, indirect, and channels with new distribution capability. The ML algorithm is extendable to airline and third-party ancillary products and ticket bundles. It can suggest an optimal mix of products and price points that have the highest propensity to purchase for a given customer and travel itinerary. © 2021, The Author(s), under exclusive licence to Springer Nature Limited.",18,10.1057/s41272-021-00347-6,"This paper develops a gradient boosting machine algorithm to automate ancillary pricing decisions in airlines, moving away from manual methods. It analyzes various attributes to optimize pricing strategies and integrates with merchandising platforms for dynamic pricing. The focus is on using AI methods to enhance pricing decisions rather than measuring AI's impact. Class: B",B,1695,60,stop,fp_0ba0d124f1
"Commercial airlines use revenue management systems to maximize their revenue by making real-time decisions on the booking limits of different fare classes offered in each of its scheduled flights. Traditional approaches—such as mathematical programming, dynamic programming, and heuristic rule-based decision models—heavily rely on external mathematical models of demand and passenger arrival, choice, and cancelation, making their performance sensitive to the accuracy of these model estimates. Moreover, many of these approaches scale poorly with increase in problem dimensionality. Additionally, they lack the ability to explore and “directly” learn the true market dynamics from interactions with passengers and adapt to changes in market conditions on their own. To overcome these limitations, this research uses deep reinforcement learning (DRL), a model-free decision-making framework, for finding the optimal policy of the seat inventory control problem. The DRL framework employs a deep neural network to approximate the expected optimal revenues for all possible state-action combinations, allowing it to handle the large state space of the problem. Multiple fare classes with stochastic demand, passenger arrivals, and booking cancelations have been considered in the problem. An air travel market simulator was developed based on the market dynamics and passenger behavior for training and testing the agent. The results demonstrate that the DRL agent is capable of learning the optimal airline revenue management policy through interactions with the market, matching the performance of exact dynamic programming methods. The revenue generated by the agent in different simulated market scenarios was found to be close to the maximum possible flight revenues and surpass that produced by the expected marginal seat revenue-b (EMSRb) method. © 2021, The Author(s), under exclusive licence to Springer Nature Limited.",18,10.1057/s41272-021-00281-7,"This research applies deep reinforcement learning (DRL) to optimize revenue management in commercial airlines by dynamically adjusting booking limits across fare classes. It develops a market simulator to train the DRL agent, demonstrating its effectiveness in learning optimal policies and outperforming traditional methods. The focus is on using AI methods to solve a specific operational problem rather than analyzing AI's impact. Class: B",B,1761,74,stop,fp_0ba0d124f1
"Markets are being populated with new generations of pricing algorithms, powered with artificial intelligence (AI), that have the ability to autonomously learn to operate. This ability can be both a source of efficiency and cause of concern for the risk that algorithms autonomously and tacitly learn to collude. In this paper we explore recent developments in the economic literature and discuss implications for policy. © 2021 The Author(s) 2021. Published by Oxford University Press. For permissions please e-mail: journals.permissions@oup.com.",18,10.1093/oxrep/grab011,"This paper explores the implications of AI-powered pricing algorithms in markets, focusing on their potential to autonomously learn and possibly engage in tacit collusion. It reviews recent economic literature and discusses policy implications related to these developments. The focus on the impact of AI on market behavior and regulatory concerns classifies it as A. Class: A",A,1536,66,stop,fp_0ba0d124f1
"We investigate the ability of a platform to design its marketplace to promote competition, improve consumer surplus, and increase its own payoff. We consider demand-steering rules that reward firms that cut prices with additional exposure to consumers. We examine the impact of these rules both in theory and by using simulations with artificial intelligence pricing algorithms (specifically Q-learning algorithms, which are commonly used in computer science). Our theoretical results indicate that these policies (which require little information to implement) can have strongly beneficial effects, even when sellers are infinitely patient and seek to collude. Similarly, our simulations suggest that platform design can benefit consumers and the platform, but that achieving these gains may require policies that condition on past behavior and treat sellers in a nonneutral fashion. These more sophisticated policies disrupt the ability of algorithms to rotate demand and split industry profits, leading to low prices. © 2023 The Econometric Society.",18,10.3982/ECTA19978,This paper investigates how marketplace design can enhance competition and consumer surplus while benefiting the platform itself. It employs theoretical analysis and simulations using AI pricing algorithms (Q-learning) to assess the impact of demand-steering rules on seller behavior and pricing. The focus on AI algorithms in the context of marketplace design classifies it as using AI methods to answer a research question. Class: B,B,1609,74,stop,fp_0ba0d124f1
"We model how a technology that perfectly predicts one of two stochastic demand shocks alters the character and sustainability of collusion. Our results show that mechanisms that reduce firms’ uncertainty about the true level of demand have ambiguous welfare implications for consumers and firms alike. An exogenous improvement in firms’ ability to predict demand may make collusion possible where it was previously unsustainable or more profitable where it previously existed. However, an increase in transparency also may make collusion impracticable where it had been possible. The intuition for this ambiguity is that greater clarity about the true state of demand raises the payoffs both to colluding and to cheating. Our findings on the ambiguous welfare implications of reduced uncertainty contribute to the emerging literature on how algorithms, artificial intelligence (AI), and “big data” in market intelligence applications may affect competition. © 2020",18,10.1016/j.infoecopol.2020.100882,"This paper models the impact of improved demand prediction technology on collusion in markets, highlighting the ambiguous effects on welfare for consumers and firms. It discusses how AI and algorithms can influence competition and collusion dynamics. The focus on AI's implications for market behavior classifies it as A. Class: A",A,1598,59,stop,fp_0ba0d124f1
"One of the most popular approaches to model choices in the airline industry is the multinomial logit (MNL) model and its variations because it has key properties for businesses: acceptable accuracy and high interpretability. On the other hand, recent research has proven the interest of considering choice models based on deep neural networks as these provide better out-of-sample predictive power. However, these models typically lack direct business interpretability. One useful way to get insights for consumer behavior is by estimating and studying the price elasticity in different choice situations. In this research, we present a new methodology to estimate price elasticity from Deep Learning-based choice models. The approach leverages the automatic differentiation capabilities of deep learning libraries. We test our approach on data extracted from a global distribution system (GDS) on European market data. The results show clear differences in price elasticity between leisure and business trips. Overall, the demand for trips is price elastic for leisure and inelastic for the business segment. Moreover, the approach is flexible enough to study elasticity on different dimensions, showing that the demand for business trips could become highly elastic in some contexts like departures during weekends, international destinations, or when the reservation is done with enough anticipation. All these insights are of a particular interest for travel providers (e.g., airlines) to better adapt their offer, not only to the segment but also to the context. © 2021, The Author(s), under exclusive licence to Springer Nature Limited.",18,10.1057/s41272-021-00308-z,This research develops a methodology to estimate price elasticity using deep learning-based choice models in the airline industry. It compares the predictive power of deep learning models with traditional methods and analyzes consumer behavior across different trip types. The focus is on using AI methods to derive insights into price elasticity rather than measuring AI's impact. Class: B,B,1721,64,stop,fp_0ba0d124f1
"This paper analyzes the impact of intermediary concentration on the allocation of revenue in online platforms. We study sponsored search documenting how advertisers increasingly bid through a handful of specialized intermediaries. This enhances automated bidding and data pooling, but lessens competition whenever the intermediary represents competing advertisers. Using data on nearly 40 million Google keyword auctions, we first apply machine learning algorithms to cluster keywords into thematic groups serving as relevant markets. Using an instrumental variable strategy, we estimate a decline in the platform’s revenue of approximately 11 percent due to the average rise in concentration associated with intermediary merger and acquisition activity. © 2021 American Economic Association. All rights reserved.",18,10.1257/AER.20190811,"This paper examines how intermediary concentration affects revenue allocation in online platforms, specifically in sponsored search advertising. It employs machine learning to cluster keywords and uses an instrumental variable strategy to estimate the impact of intermediary concentration on platform revenue. The focus is on the economic implications of intermediary concentration rather than the use of AI itself. Class: A",A,1559,64,stop,fp_0ba0d124f1
"Producing organic milk has been an alternative for conventional farmers who are struggling with low prices. However, organic dairy prices recently collapsed along with conventional prices when several large producers entered the organic market. The current study explores the patterns and determinants of organic dairy premiums. We estimate monthly price premiums for organic whole milk, other fluid milk, yogurt, and eggs over the period 2008–2017 using US retail scanner data. The premiums were 56%, 51%, 27%, and 38%, respectively, with annual compound growth rates of 8%, 7%, −1.42%, and −2.86%. We identify the determinants of price premiums with a vector autoregression to account for endogeneity and autocorrelation, and a machine-learning algorithm—extreme gradient boost—for data-driven insights. Holding the premiums fixed, growing input costs may induce organic sellers to sell more to compensate for costs. Holding organic sales fixed, organic premiums decrease in conventional share of organic, cost of diesel, electricity, and feed grains in general; but increase in the number of shoppers and wages. [EconLit citations: C55, Q130]. © 2021 Wiley Periodicals LLC",18,10.1002/agr.21723,This study analyzes the determinants of price premiums for organic dairy products using US retail scanner data from 2008 to 2017. It employs vector autoregression and a machine-learning algorithm to derive insights into price dynamics and market factors affecting organic premiums. The focus is on understanding economic outcomes related to organic dairy pricing rather than the impact of AI itself. Class: B,B,1668,72,stop,fp_0ba0d124f1
"There is an increasing interest within the travel industry in better understanding customer behavior, particularly the way customers choose between itinerary alternatives when searching for flights. Such an understanding can help travel providers (e.g., airlines) adapt better to market conditions and customer needs, thus increasing their revenue. In this paper, we deal with the problem of modeling air passenger choice between flight itineraries. We describe a two-stage approach to predict travelers' choice behavior by combining machine learning and discrete choice-modeling techniques. The applicability of these models is then illustrated by employing them for dynamic pricing optimization. We conduct experiments on a dataset extracted from searches and bookings on several European markets, aiming at assessing both the accuracy of our customer models and the effect of price optimization. The proposed approach seems to be effective on both dimensions: (a) improved accuracy when predicting choice, and (b) increased expected revenue of shopping sessions. The experiments show that 42 percent of actual choices fall within the three highest estimated probabilities among 50 alternatives in each shopping session. Moreover, the results also show more than 20 per cent of additional revenue compared with a baseline approach. © 2017 Macmillan Publishers Ltd.",18,10.1057/s41272-017-0095-z,This paper models air passenger choice behavior using a combination of machine learning and discrete choice modeling techniques to optimize dynamic pricing in the travel industry. It assesses the accuracy of customer models and their impact on revenue through experiments on real booking data. The focus is on using AI methods to enhance revenue management rather than analyzing AI's impact itself. Class: B,B,1665,68,stop,fp_0ba0d124f1
"In the context of the application of artificial intelligence in an intellectual property trading platform, the number of demanders and suppliers that exchange scarce resources is growing continuously. Improvement of computational power promotes matching efficiency significantly. It is necessary to greatly reduce energy consumption in order to realize the machine learning process in terminals and microprocessors in edge computing (smart phones, wearable devices, automobiles, IoT devices, etc.) and reduce the resource burden of data centers. Machine learning algorithms generated in an open community lack standardization in practice, and hence require open innovation participation to reduce computing cost, shorten algorithm running time, and improve human-machine collaborative competitiveness. The purpose of this study was to find an economic range of the granularity in a decision tree, a popular machine learning algorithm. This work addresses the research questions of what the economic tree depth interval is and what the corresponding time cost is with increasing granularity given the number of matches. This study also aimed to balance the efficiency and cost via simulation. Results show that the benefit of decreasing the tree search depth brought by the increased evaluation granularity is not linear, which means that, in a given number of candidate matches, the granularity has a definite and relatively economical range. The selection of specific evaluation granularity in this range can obtain a smaller tree depth and avoid the occurrence of low efficiency, which is the excessive increase in the time cost. Hence, the standardization of an AI algorithm is applicable to edge computing scenarios, such as an intellectual property trading platform. The economic granularity interval can not only save computing resource costs but also save AI decision-making time and avoid human decision-maker time cost. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.",18,10.3390/joitmc6040149,This study investigates the economic implications of granularity in decision tree algorithms used in AI applications for an intellectual property trading platform. It focuses on optimizing computational efficiency and cost in edge computing environments. The paper emphasizes the need for standardization in AI algorithms to enhance performance and reduce resource consumption. The focus on economic aspects of AI algorithm application classifies it as A. Class: A,A,1773,74,stop,fp_0ba0d124f1
"We study the welfare implications of personalized pricing implemented with machine learning. We use data from a randomized controlled pricing field experiment to construct personalized prices and validate these in the field. We find that unexercised market power increases profit by 55%. Personalization improves expected profits by an additional 19% and by 86% relative to the nonoptimized price. While total consumer surplus declines under personalized pricing, over 60% of consumers benefit from personalization. Under some inequity-averse welfare functions, consumer welfare may even increase. Simulations reveal a nonmonotonic relationship between the granularity of data and consumer surplus under personalization. © 2022 The University of Chicago. All rights reserved. Published by The University of Chicago Press.",18,10.1086/720793,"This study examines the welfare implications of personalized pricing using machine learning, based on data from a randomized controlled field experiment. It analyzes the effects of personalized pricing on profits and consumer surplus, revealing both benefits and drawbacks for consumers. The focus on the economic impact of AI in pricing strategies classifies it as category A. Class: A",A,1579,65,stop,fp_0ba0d124f1
"A consumer's web-browsing history, now readily available, may be much more useful than demographics for both targeting advertisements and personalizing prices. Using a method that combines economic modeling and machine learning methods, I find a striking difference. Personalizing prices based on web-browsing histories increases profits by 12.99%. Using demographics alone to personalize prices raises profits by only 0.25%, suggesting the percent profit gain from personalized pricing has increased 50-fold. I then investigate whether regulations intended to prevent price gouging increase aggregate consumer surplus. Two feasible regulations considered offer at best modest improvements. © 2020 The Authors. International Economic Review published by Wiley Periodicals, Inc. on behalf of the Economics Department of the University of Pennsylvania and the Osaka University Institute of Social and Economic Research Association",18,10.1111/iere.12442,"This paper analyzes the effectiveness of personalized pricing based on web-browsing history compared to demographic data, using a combination of economic modeling and machine learning. It quantifies the profit increase from personalized pricing and examines the impact of regulations on consumer surplus. The focus on the economic impact of AI in pricing strategies classifies it as A. Class: A",A,1591,69,stop,fp_0ba0d124f1
"In recent years, important concerns have been raised about the increasing capabilities of pricing algorithms to make use of artificial intelligence (AI) technologies. Two issues have gained particular attention: algorithmic price discrimination (PD) and algorithmic tacit collusion (TC). Although the risks and opportunities of both practices have been explored extensively in the literature, neither has yet been observed in the actual practice. As a result, there remains much confusion as to the ability of algorithms to engage in potentially harmful behavior with respect to price discrimination and collusion. In this article, we embed the economic and legal literature on these topics in a technological grounding to provide a more objective account of the capabilities of current AI technologies to engage in price discrimination and collusion. We argue that attention to these current technological capabilities should more directly inform on-going discussions on the urgency to reform legal rules or enforcement practices governing algorithmic PD and TC. © 2020, Springer Science+Business Media, LLC, part of Springer Nature.",18,10.1007/s10657-020-09662-6,"This article examines the implications of AI technologies in pricing algorithms, focusing on algorithmic price discrimination and tacit collusion. It reviews existing literature and argues for a more informed legal framework based on current technological capabilities. The emphasis on the impact of AI on economic behavior and legal reform classifies it under category A. Class: A",A,1628,65,stop,fp_0ba0d124f1
"Internet advertising exchanges possess three characteristics-fast delivery, low values, and automated systems-that influence market design. Automated learning systems induce the winner's curse when several pricing types compete. Bidders frequently compete with different data, which induces randomization in equilibrium. Machine learning causes the value of information to leak across participants. Discrimination may be used to induce efficient exploration, although publishers (websites) may balk at participating. The creation of ""learning accounts,"" which divorce payments from receipts, may be used to internalize learning externalities. Under some learning mechanisms the learning account eventually shows a surplus. The solution is illustrated computationally. © 2011 Springer Science+Business Media, LLC.",18,10.1007/s11151-011-9300-1,"This paper explores the impact of automated learning systems in internet advertising exchanges, focusing on market design and the implications of machine learning on bidding behavior and information leakage. It proposes solutions to address issues like the winner's curse and learning externalities through the concept of ""learning accounts."" The focus is on the economic implications of AI in market dynamics. Class: A",A,1567,70,stop,fp_0ba0d124f1
"Increasingly, algorithms are supplanting human decision- makers in pricing goods and services. To analyze the possible consequences, we study experimentally the behavior of algorithms powered by Artificial Intelligence (Q- learning) in a workhorse oligopoly model of repeated price competition. We find that the algorithms consistently learn to charge supracompetitive prices, without communicating with one another. The high prices are sustained by collusive strategies with a finite phase of punishment followed by a gradual return to cooperation. This finding is robust to asymmetries in cost or demand, changes in the number of players, and various forms of uncertainty. © 2020 American Economic Association. All rights reserved.",18,10.1257/aer.20190623,"This paper experimentally analyzes the behavior of AI algorithms in an oligopoly pricing model, focusing on their ability to learn and sustain supracompetitive prices through collusive strategies. The study examines the implications of AI decision-making on market outcomes, classifying it under the impact of AI. Class: A",A,1565,59,stop,fp_0ba0d124f1
