Abstract,Topic,DOI,GPT_response,GPT_class,Input_tokens,Output_tokens,reason_stop,system_fingerprint
"In modern times, the risk of food insecurity is a concern for policymakers at the global and national levels, as the issue of hunger and malnutrition still exists. Food security is vulnerable to any crises. The main goal of this paper is to create a neural-network-based predictive model to forecast food consumption trends in Kazakhstan, aiming to reduce the risk of food insecurity. The initial phase of this study involved identifying socioeconomic factors that significantly influence food consumption behaviors in Kazakhstan. Principal component analysis was used to identify key variables, which became the basis for modelling artificial neural networks. It was revealed that the poverty rate, GDP per capita, and food price index are pivotal determinants of food consumption in Kazakhstan. Two models were prepared: to predict food consumption on a national scale per capita per month, and to predict the percentage distribution of various food categories. The prediction of the percentage distribution of various food categories in Kazakhstan demonstrates the positive modelling quality indicators and strengthens the assumption that network modelling can be used. Predictions for total food consumption over the next three years indicate declining metrics, raising concerns about the potential food insecurity risk in Kazakhstan. © 2023 by the authors.",14,10.3390/economies12010011,"This paper develops a neural network-based predictive model to forecast food consumption trends in Kazakhstan, focusing on socioeconomic factors influencing food consumption and the implications for food security. It uses AI to analyze and predict food consumption, which relates to economic outcomes. Therefore, it studies the impact of AI. This qualifies it for category A. Class: A",A,1762,66,stop,fp_0705bf87c0
"Climate change continues to fuel concern about the future cost of publicly subsidized crop insurance programs in developed nations. These changes in climate are expected to alter the upper and lower tails of crop yield distributions differently. This may best be captured by modeling the climate–yield relationship heterogeneously across different parts of the yield distribution. To this end, we consider a mixture model with the parameters expressed as nonparametric functions (to capture any nonlinearities) of weather variables estimated by machine learning methods (neural net). By doing so, we are able to identify possibly heterogeneous effects of climate change on each component, the mixing probabilities, and thus all moments of the yield distribution. We find changing climate alters, quite significantly, the entire shape of the yield distribution. The overall probability of the lower tail tends to increase as temperatures rise, to the point where some yield distributions become positively skewed. Across a range of climate change scenarios, premium rates for fixed guarantees are expected to rise 20–66% relative to no climate change by 2040. However, if we allow the yield guarantees to also fall because of additional losses from climate change, premium rates (albeit not comparable given yield guarantees are different) increase notably less (6–14%), suggesting less solvency issues than first thought. © 2024 The Authors. American Journal of Agricultural Economics published by Wiley Periodicals LLC on behalf of Agricultural & Applied Economics Association.",14,10.1111/ajae.12446,"This paper investigates the impact of climate change on crop yield distributions and the implications for crop insurance premiums, using machine learning methods to model the climate-yield relationship. It focuses on the economic outcomes of climate change on crop insurance rather than proposing an AI technique. Therefore, it studies the impact of AI in analyzing climate effects. This qualifies it for category A. Class: A",A,1819,74,stop,fp_0705bf87c0
"Effective agricultural insurance and risk management programs rely on accurate crop yield forecasting. In this article, a novel deep factor model for crop yield forecasting and crop insurance ratemaking is proposed. This framework first utilizes a deep autoencoder to extract a latent factor, called the production index, that integrates salient spatial temporal patterns in the original yield data. Then, a concatenated deep learning model is constructed to enhance the modeling of the production index and the reconstruction of crop yields. Convolutional neural networks are employed to capture the high-dimensional and highly nonlinear structure within the crop yield data, as well as its interactions with weather and economic variables. The proposed deep factor framework is applied to the county-level data in the state of Iowa. Empirical results show that the newly proposed deep factor model significantly improves the prediction accuracy, especially in the test set. Based on a retain–cede crop insurance rating game between a private insurer and the government, we show that the proposed deep factor model provides economically and statistically significant improvement over the current Risk Management Agency ratemaking methodology. © 2023 Society of Actuaries.",14,10.1080/10920277.2023.2182792,"This paper proposes a novel deep factor model for crop yield forecasting, utilizing deep learning techniques to enhance prediction accuracy and improve crop insurance ratemaking. While it employs AI methods, the focus is on improving forecasting and insurance processes rather than analyzing the impact of AI itself. Therefore, it fits into Class B. Class: B",B,1752,63,stop,fp_0705bf87c0
"Digitalization of agriculture is an important tool for radical transformations in its management. Villages now have the opportunity to shift from individual digital technologies to digital integration and a high degree of automation. The technology of data analysis and processing has become the basis for the development of digital agriculture. The study of intelligent systems for storing and analytical modeling of big data is one of the keys to future rural digitalization. This will help solve the pressing problems of the transition to the digital technologies existing today in the country's agriculture. This requires using technologies such as artificial intelligence, statistical data collection, machine learning, mathematical modeling, etc. They will eventually create agriculture with digital integration and a high degree of automation, which will ultimately solve the country's food security problems. © 2019, by ASERS® Publishing. All rights reserved.",14,10.14505/jarle.v10.6(44).32,"This paper discusses the role of digitalization and intelligent systems in transforming agricultural management through data analysis and automation. It emphasizes the use of AI and machine learning as tools for improving agricultural practices but does not analyze the impact of AI itself. Therefore, it fits into Class B. Class: B",B,1696,57,stop,fp_0705bf87c0
"In the growing economy, the transport sector emerges as the primary generator of the most prevalent greenhouse gas emissions (GHG) due to the combustion of fossil fuels. The medical sector is witnessing a significant expansion of artificial intelligence (AI) to uncover health insights and in transportation sectors to avoid traffic congestion. In general, truck transportations cause delay in deliveries and it emits more carbon. In the context of rural healthcare, the improper delivery of medicinal drugs and surgical equipment has resulted in disruptions for patients. To precise these issues and to promote sustainability, this study aimed to design a circular inventory system to control the waste through circular economy practices, reduce emissions by investing in AI technology, green technology, source reduction technology. Thus, this study uses AI-Drone transportation as an alternative to traditional truck-based delivery system for fast delivery and to reduce carbon foot prints. Green technology reduces anthropogenic GHG emissions by controlling the carbon under the carbon tax and carbon allowance system. This study employs reverse logistics to collect and remanufacture the waste and damaged items. Rather than landfilling, recycling of medical waste reduces emission and waste while conserving resources. Drones equipped with an AI smart capsule track the location and monitor the temperature of certain medical commodities. Taking this into consideration, Baghmara healthcare is used as a case study to develop the model and analyse the necessity of drone deliveries. This research is crucial to provide a support to people in rural areas with the fastest resources during emergency medical crises. Altogether, the study utilizes an appropriate algorithm to generate the optimal profit and ordering quantity for the buyer, manufacturer and integrated total profit by improving efficiency in emission reduction and waste reduction. Numerical and sensitivity analysis is demonstrated graphically using origin software to depict the impact on total profit and ordering quantity. This study can be concluded with the implementation of these 4 technologies, and with the government support, medical product supply chain can sustain with green environment and be profitable for all the participants in that chain. © 2024, The Author(s), under exclusive licence to Springer Nature B.V.",14,10.1007/s10668-023-04254-1,"This paper proposes a circular inventory system utilizing AI-driven drone transportation to enhance the delivery of medical supplies while reducing greenhouse gas emissions. It focuses on developing a model to improve efficiency and sustainability in the medical supply chain, using AI as a tool rather than analyzing its broader impacts. Thus, it fits into Class B. Class: B",B,1953,65,stop,fp_0705bf87c0
"Using a new dataset of high-resolution satellite readings of soil moisture in conjunction with climate-economy econometric models and machine learning methods, we quantify the risk to global agricultural commodities from climate change. Our climate risk measure based on soil moisture fluctuations has a significantly negative impact on the yield of major cereals, and the effect is greater than temperature and precipitation. This impact concentrates on countries with lower income levels, harsher climate conditions, or less irrigated farmland. Moreover, we show agricultural commodities are less vulnerable to current drought risks in countries with higher frequencies of past droughts, suggesting that countries adapt to climate change through learning from prior experience. © 2023 Economic Society of Australia, Queensland",14,10.1016/j.eap.2023.09.013,"This paper quantifies the risk to global agricultural commodities from climate change by analyzing soil moisture data alongside econometric models and machine learning methods. It studies the impact of climate change on agricultural yields, focusing on the implications for food security and adaptation strategies. It analyzes AI impacts. Thus, it fits into Class A. Class: A",A,1672,65,stop,fp_0705bf87c0
"In 2009, the Thai government implemented a price insurance scheme for rice, cassava, and maize farmers. The program, which was abandoned after only two years, added to the incomes of registered farmers a non-negative but stochastic amount that was decoupled from farmers' agricultural activities. We apply a simple machine learning algorithm based on rich panel data to control for self-selection into the program and study its impact on small-scale rice farmers in relatively poor Northeastern Thailand. Program participation increases rice production but also leads to shifts in investment behavior and the composition of income generating activities away from agriculture, which may be beneficial for rural development. Moreover, farmers who are initially less poor experience a substantial increase in overall income. Decreasing risk-aversion and relieved credit constraints may be possible channels for these effects. © 2020 The Authors. American Journal of Agricultural Economics published by Wiley Periodicals LLC on behalf of Agricultural & Applied Economics Association.",14,10.1111/ajae.12172,"This paper analyzes the impact of a price insurance scheme on small-scale rice farmers in Thailand, using a machine learning algorithm to control for self-selection and assess changes in production and investment behavior. It focuses on the economic outcomes of the program, studying the impact of a policy rather than proposing an AI technique. Therefore, it qualifies for category A. Class: A",A,1721,71,stop,fp_0705bf87c0
"Micro-simulation models are widely used to measure the effects on businesses or individuals of policy changes or other shocks, including the effects on farms of changes in weather conditions and prices. Typically, economic micro-simulation involves econometric analysis of microdata to estimate parametric models. In contrast with the existing literature, this paper presents a non-parametric machine learning based micro-simulation model. In this study, a multi-target regression tree algorithm is combined with farm and weather panel data, to produce an economic micro-simulation model of Australian farm businesses. This approach captures the complex non-linear and farm specific effects of weather and price shocks on profits, with out-of-sample tests showing performance gains over conventional methods. Model results demonstrate the sensitivity of Australian farm profits to weather risk, particularly drought, and show an increase in weather risk exposure over the last 20 years. © 2022 The Authors",14,10.1016/j.econmod.2022.105957,"This paper develops a non-parametric machine learning-based micro-simulation model to analyze the effects of weather and price shocks on Australian farm profits. It focuses on using AI techniques to improve the modeling of economic outcomes rather than studying the impact of AI itself. Therefore, it fits into Class B. Class: B",B,1712,61,stop,fp_0705bf87c0
"This work describes the components and lines of action of the Recovery, Transformation and Resilience Plan (RTRP) and the possible destination of the funds it comprises, with special incidence in significant sectors in the field of the social economy and companies, as is the case of the agricultural environment. Precisely, the opportunity to use these funds for projects related to rural areas and with a predominant drive. The adoption of technologies such as artificial intelligence, IoT connectivity, cloud computing or the traceability properties of blockchain can be a catalyst to face an evolution, transition, and even a revolution towards an “Agro 4.0 environment, in similarity with the current conceptualization of the so-called Industry 4.0. Although European funds do not distinguish between legal forms, it is necessary to analyze the funds allocated to some of the sectors where the social economy is more representative in Spain and, particularly, the case of the agricultural sector due to its multiple economic-social implications, such as the issue of depopulation (Emptied Spain), environmental preservation, job placement in rural areas and other derived areas. © 2022. CIRIEC-España. All Rights Reserved.",14,10.7203/CIRIEC-E.104.21497,"This paper discusses the Recovery, Transformation and Resilience Plan (RTRP) and its potential impact on the agricultural sector, emphasizing the role of technologies like AI in fostering an ""Agro 4.0"" environment. It analyzes the implications of adopting these technologies for social and economic outcomes in rural areas, focusing on the drivers of AI adoption. Therefore, it studies the impact of AI. This qualifies it for category A. Class: A",A,1770,88,stop,fp_0705bf87c0
"The state of India was situated on fertile land and river deltas with appropriate agricultural land. In 2019, agricultural fields, primarily cropland, occupy more than 40% of the country's total surface area. Moreover, agricultural industry revenues less than 3% of the country's Gross Provincial Product (GPP). While manufacturing has become the country's major financial activity, accounting countries represent half of GPP's revenues. The objective of the study is to find a way to improve the financial profitability and efficiency of farming supply chain networks as follows: (1) Fixation of national-level targets for zonal-level groups information after assessment and forecasts that affect production and distribution of agriculture. (2) Producers risk can be reduced by directing people to multiple factory and industrialization options based on market assessment. (3) Insurance costs and reduction of bank borrowing by standardizing the connection between bankers and producers using the structure to centralise land information. (4), Stabilize the agricultural sector by looking at nearby potential destinations for production and regulation of the Public Distribution System (PDS) flow for the security stock. In this paper, the novel ML target prediction algorithm to inform the farmers about the market target product and improve the relationships between the farmer and bankers for centralizing the information about recent government plans. The crop prediction ML algorithm proposed to improve the revenue of agriculture field. © 2022, The Author(s), under exclusive licence to Springer Nature B.V.",14,10.1007/s10668-022-02783-9,"This paper proposes a machine learning algorithm aimed at improving financial profitability and efficiency in agricultural supply chains in India. It focuses on using AI to enhance market predictions and relationships between farmers and bankers, rather than analyzing the impact of AI itself. Therefore, it fits into Class B. Class: B",B,1824,57,stop,fp_0705bf87c0
"The world population is facing unprecedented increase and with that arises the need for additional agricultural resources. This increase has put a tremendous amount of pressure on modern society to develop ingenious sustainable food production systems. Aquaponics, an emerging alternative to traditional farming practice, promises to offer a sustainable and efficient solution to this problem, though its economic viability is still being tested. The recent shift towards Industry 4.0 technologies, such as the internet of things, big data, artificial intelligence, or cloud computing, has opened new avenues for this farming method to enhance productivity, energy efficiency, and yields while enabling smart management decision-making. However, the implementation of a large-scale aquaponics system faces multiple challenges, both from the technical and economic aspects, one of which is related to excessive energy consumption. Almost three-quarters of this energy is consumed by illumination; as such, the detailed focus of this paper has been placed on the growth lights - types, specific wavelengths, photoperiod, daily light integral, and switching frequency. This paper follows a systematic approach to review the current literature on energy efficiency in aquaponics and address research questions about these topics. It is concluded that light emitting diodes with light treatment tailored for specific plant species and growth phase may offer about 75% energy savings when compared to the traditional lighting. Furthermore, smart monitoring applications that enhance energy-use efficiency and use various emerging technologies such as big data and the internet of things have been discussed. In conclusion, combining reduced energy consumption along with increased energy efficiency address both the economic and environmental sustainability of this growing technology. © 2022 The Authors",14,10.1016/j.clcb.2022.100015,"This paper systematically reviews the literature on energy efficiency in aquaponics, focusing on the role of various lighting technologies and their economic implications. While it discusses the use of AI and other technologies, the primary focus is on improving energy efficiency rather than analyzing AI's impact. Therefore, it fits into Class B. Class: B",B,1856,64,stop,fp_0705bf87c0
"Purpose: The purpose of this paper is to show the impact of digital agriculture on food supply chain, research trend, emphasis and implications for future research. Design/methodology/approach: The paper analyzes how the digital technology reshapes the production, assembly, transaction, retail and logistics. Impact from each main technological progress is discussed. Findings: First, digital agriculture develops quickly and changes all parts of the food supply chain. Second, while many technological progresses show their impacts in agriculture and food sector, e-commerce and progress of artificial intelligence show its comprehensive impact on the argi-food sector. Originality/value: The paper shows the technological trend and progress in food and agriculture sector. Researchers focusing on agricultural economics and agribusiness should pay attention to recent developments in the real world, know the recent developments from other disciplines, get more data for empirical research and show the impact of digital agriculture on consumer's preference and social welfare. © 2022, Emerald Publishing Limited.",14,10.1108/CAER-01-2022-0009,"This paper analyzes the impact of digital agriculture, including AI, on the food supply chain, discussing how technological advancements reshape various aspects of agriculture. It focuses on the implications of these technologies for future research and their effects on the agri-food sector. It studies the impact of AI. This qualifies it for category A. Class: A",A,1729,66,stop,fp_0705bf87c0
"We use a 4-year panel (2019–2022) of 10,125 village councils in Ukraine to estimate effects of the war started by Russia on area and expected yield of winter crops aggregated up from the field level. Satellite imagery is used to provide information on direct damage to agricultural fields; classify crop cover using machine learning; and compute the Normalized Difference Vegetation Index (NDVI) for winter cereal fields as a proxy for yield. Without conflict, winter crop area would have been 9.35 rather than 8.38 million ha, a 0.97 million ha reduction, only 14% of which can be attributed to direct conflict effects. The estimated drop associated with the conflict in NDVI for winter wheat, which is particularly pronounced for small farms, translates into an additional reduction of output by about 1.9 million tons for a total of 4.84 million tons. Taking area and yield reduction together suggests a war-induced loss of winter wheat output of up to 17% assuming the 2022 winter wheat crop was fully harvested. © 2023",14,10.1016/j.foodpol.2023.102418,"This paper analyzes the impact of the war in Ukraine on winter crop area and expected yield, utilizing satellite imagery and machine learning to assess damage and yield proxies. It studies the impact of AI in analyzing agricultural outcomes affected by conflict. Therefore, it qualifies for category A. Class: A",A,1756,56,stop,fp_0705bf87c0
"Artificial intelligence technology in the agricultural sector can reduce carbon emissions from agrarian activities and revitalize the whole industry. The Indian agricultural sector has become costly, time-consuming, and outdated owing to the global warming process. The deployment of AI technology in Indian agriculture is still a distant dream, given the peculiarities like small-size farms, traditional farming methods, lack of credit, storage facilities, and the decision maker's risk-seeking attitude. AI solutions need to be delivered at the farmers' doorstep in their local language, with proper training, input support, and in collective/cooperative manner for realizing sustainable and green agriculture. © 2021 John Wiley & Sons, Ltd.",14,10.1002/jsc.2409,"This paper discusses the potential of AI technology to reduce carbon emissions and modernize the agricultural sector in India, highlighting the challenges of AI adoption in this context. It focuses on the barriers to AI deployment rather than analyzing the impact of AI itself. Therefore, it proposes solutions for AI implementation rather than studying its effects. This qualifies it for Class B. Class: B",B,1668,72,stop,fp_0705bf87c0
"Agriculture faces key challenges of increasing productivity while reducing adverse impacts on the environment. Conventional practices that rely on tillage, inefficient and over-application of chemicals, and monoculture row cropping are leading to growing resistance of weeds and pests to chemicals, nutrient and sediment run-off, and declining soil carbon stocks in the United States. Digital technologies and artificial intelligence (AI) technologies are enabling the collection of vast amounts of geo-referenced information about growing conditions within the field, automated implementation of spatially varying input applications, and reduced reliance on chemical inputs. We discuss the pathways by which digital agricultural technologies have the potential to address the challenge of herbicide-resistant weeds, over-application of nitrogen and irrigation water, and cover crop planting for restoring soil health and contribute to the environmental sustainability of agriculture. Then, we discuss the economic factors, behavioral preferences of farmers, peer pressure, and social networks that can be expected to play a role in adoption decisions. We conclude with a discussion of approaches for ex ante assessments of the determinants of farmer willingness to adopt digital technologies and their diffusion in a region. © 2022 International Association of Agricultural Economists.",14,10.1111/agec.12733,"This paper discusses how digital and AI technologies can enhance agricultural productivity while addressing environmental challenges, focusing on factors influencing the adoption of these technologies by farmers. It analyzes the impact of AI on agricultural practices and the drivers of its adoption. Therefore, it studies the impact of AI. This qualifies it for category A. Class: A",A,1762,64,stop,fp_0705bf87c0
