Abstract,Topic,DOI,GPT_response,GPT_class,Input_tokens,Output_tokens,reason_stop,system_fingerprint
"We aim to examine how the Large Language Model (LLM) can contribute to loan default prediction by extracting narrative data. Based on a Chinese FinTech lending platform dataset, we employ four LLMs to predict the probability of default (PD-LLM) based on the narrative data and use the PD-LLM as an additional feature to predict default loans. The empirical results show that the narrative data contain some extra credit information and can hardly be regarded as ‘cheap talks’. The extracted information via LLMs processes some predictive capability to predict default loan applications in both in- and out-of-sample analysis. The out-of-sample results indicate that including PD-LLM can significantly improve out-of-sample forecasting performance. At the same time, the rule-based linguistic characteristics and Word-Frequency-based Models hinder out-of-sample forecasting. © 2023 Informa UK Limited, trading as Taylor & Francis Group.",11,10.1080/13504851.2023.2275647,"This paper investigates the use of Large Language Models (LLMs) for predicting loan defaults by analyzing narrative data from a Chinese FinTech lending platform. It demonstrates that LLMs can extract valuable credit information that enhances predictive accuracy for loan default predictions. The focus is on the impact of LLMs in improving forecasting performance, which qualifies it for category A. Class: A",A,1677,74,stop,fp_0ba0d124f1
"In this paper, we applied machine learning techniques to analyze the default probability in financial institutions using a large dataset of variables collected from 2325 banks over 17 years, extracting the most relevant variables using a feature selection method, predicting default and systemic risk, and finally investigating the contributions of each relevant feature to the overall financial stress of banking institutions using explainable artificial intelligence techniques. We found that the most important variables for the default risk prediction include the bailout probability, the market share in terms of assets, and the market-to-book ratio, highlighting the relevance of issues like moral hazard and market leverage. On the other hand, for systemic risk prediction, the number of banks in the country and interest rates level are among the most relevant features, indicating that markets with more competition fare better against systemic risks. The findings of this research provide an empirical assessment of the main factors that explain the presence of financial stress in banking institutions, conciliating the versatility of machine learning models with practical interpretability and causal inference, being of potential interest to researchers in quantitative finance and market practitioners. © 2023, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.",11,10.1007/s10614-023-10514-z,"This paper applies machine learning techniques to analyze default probabilities and systemic risk in financial institutions using a large dataset. It employs feature selection and explainable AI to identify key variables affecting financial stress in banks. The focus is on understanding the impact of these variables on risk prediction, which qualifies it for category A. Class: A",A,1731,63,stop,fp_0ba0d124f1
"Online Peer-to-Peer Lending has been growing rapidly in Indonesia. A system called credit scoring, delineated by a high non-performing financing (NPF) indicator, is considered an important tool used by financial institutions to address concerns and evaluate loan applicants. To enhance credit scoring models, social media data is added to increase the predictability rate on credit scoring models. This paper evaluates credit scoring models using artificial neural networks (ANNs) method with multilayer perceptron (MLP) approach. Inclusion of social media data resulted in increases in the predictability rate by 15.8%, to 98.3%. Our results suggest that social media data addition improves efficiency and healthier portfolios in the alternative financing industry. Copyright © 2023 Inderscience Enterprises Ltd.",11,10.1504/IJMEF.2023.131898,"This paper evaluates the effectiveness of credit scoring models in online peer-to-peer lending by incorporating social media data using artificial neural networks (ANNs). It focuses on the impact of this integration on the predictability of credit scoring models, demonstrating a significant improvement in performance. The study analyzes the implications of using AI methods to enhance credit assessment. Class: A.",A,1646,70,stop,fp_0ba0d124f1
"The bankruptcy of Russian companies in the existing environment has become rather common. Determination of bankruptcy risk factors allows predicting the prospects for business development. The authors set the task to determine the relative influence of individual financial and non-financial factors on the probability of a company’s bankruptcy. To study risk factors, the authors analyzed 3184 large Russian companies (with revenues of more than 2 billion rubles per year and more than 250 employees) of various industries operating from 2009 to 2020. The total number of observations is 38,208. For analysis, 30 factors were selected and divided into five groups: profitability, liquidity, turnover, financial stability and general (non-financial) factors. For the study, one of the machine learning methods was used — the random forest method. The sample consists of companies from seven industries, including manufacturing, retail, construction, electric power, mining, agricultural production, and water supply, as well as other industries, which include companies in education, healthcare, agriculture, and hospitality. The analysis was carried out both in aggregate for the entire sample without being distributed by industry, and for samples distributed by manufacturing, retail, and service industries. In the sample as a whole, the tested model in 86% of cases correctly predicted the possibility of a company going bankrupt for the period under review. This result confirmed that machine learning methods (in particular, the random forest algorithm) are highly effective in solving the problem of bankruptcy prediction for a company. Based on the data obtained, the paper concludes that profitability factors have the most significant impact on the probability of bankruptcy for manufacturing and retail companies. For service companies, it is financial stability factors. Solving the problem of determining the bankruptcy risk factors of Russian companies will ensure a reduction in the number of bankrupt enterprises, which, in turn, will contribute to the recovery and development of the national economy. © Zhukov A.A., Nikulin E.D., Shchuchkin D.A., 2022.",11,10.26794/2587-5671-2022-26-6-131-155,"This paper focuses on identifying bankruptcy risk factors for large Russian companies using machine learning, specifically the random forest method. It analyzes financial and non-financial factors influencing bankruptcy across various industries. The study emphasizes the effectiveness of AI in predicting bankruptcy, thus measuring the impact of AI on economic outcomes. Class: A.",A,1895,61,stop,fp_0ba0d124f1
"Applying a machine-learning algorithm to a large sample of U.S. public firms, we document that more than 30% of the firms substantially alter debt structures in a year, even when leverage ratio is stable, when short-term debt is trivial, and when little cash outlay is required for operations. The instability of debt structure reveals new costs of financial constraints: compared to high-credit-quality firms, low-credit-quality firms have to change debt structure more frequently to accommodate their financing needs, even with increased borrowing costs; low-credit-quality firms lack the opportunity available to high-credit-quality firms to reduce borrowing costs through switching debt instruments. © 2021 Elsevier B.V.",11,10.1016/j.jfs.2021.100948,"This paper applies a machine-learning algorithm to analyze the debt structures of U.S. public firms, focusing on the frequency of changes in debt structure among firms with varying credit quality. It examines the implications of these changes for financial constraints and borrowing costs. The study uses AI methods to analyze financial data, making it relevant to category B. Class: B",B,1625,69,stop,fp_0ba0d124f1
"The COVID-19 pandemic increased uncertainty about the financial future of many organizations, and regulators alerted auditors to be increasingly skeptical in assessing an entity’s ability to continue as a going concern. An auditor’s assessment of an entity’s ability to continue as a going concern is a matter of significant judgment. This paper proposes to use machine learning to construct a Decision Tree Automated Tool, based on both quantitative financial indicators (e.g., Z-scores) and qualitative factors (e.g., partners’ judgment and assessment of industry risk given the pandemic). Considering both quantitative and qualitative factors results in a model that provides additional audit evidence for auditors in their going-concern assessment. An auditing firm in Spain used the model as a supplemental guide, and the model’s suggested results were compared to auditors’ reports to evaluate its effectiveness and accuracy. The model’s predictions were significantly similar to the auditors’ assessments, indicating a high level of accuracy, and differences between the model’s proposed outcomes and auditors’ final conclusions were investigated. This paper also provides insights for regulators on both the use of machine-learning predictive models and additional factors to be considered in future going-concern assessment research. © 2022, Universidad de Huelva. All rights reserved.",11,10.4192/1577-8517-v22_7,"This paper focuses on developing a machine learning-based Decision Tree Automated Tool to assist auditors in assessing an entity's going concern status, incorporating both quantitative and qualitative factors. It evaluates the model's effectiveness by comparing its predictions with actual auditors' assessments. The study emphasizes the impact of AI in enhancing audit processes, thus qualifying it for category A. Class: A",A,1734,70,stop,fp_0ba0d124f1
"The study discovers that mixed ownership reform aimed at enhancing the performance and resource allocation efficiency of state-owned enterprises may have unintended consequences in China. When the nature of state-owned control remains unchanged, there is a risk of increased overinvestment due to misaligned interests between state-owned equity representatives and companies. This incentive can be mitigated by introducing nonstate shareholders with political connections. The study employs a double machine learning method to analyze data from state-owned listed companies that introduced nonstate shareholders through stock issuance between 2008 and 2019. The research underscores that modern corporate governance mechanisms are crucial for successful mixed ownership reform. © 2023 American Journal of Economics and Sociology, Inc.",11,10.1111/ajes.12549,"This paper examines the effects of mixed ownership reform on the performance of state-owned enterprises in China, highlighting potential overinvestment issues. It employs a double machine learning method to analyze data from state-owned companies with nonstate shareholders. The focus is on the implications of ownership structure rather than the impact of AI itself, thus it is not relevant. Class: B.",B,1627,71,stop,fp_0ba0d124f1
"In this paper we study systemic nonfinancial corporate sector distress using firm-level probabilities of default, covering 55 economies and spanning the last three decades. Systemic corporate distress is identified by elevated probabilities of default across a large portion of the firms in an economy. A machine-learning-based early-warning system is constructed to predict the risk of systemic distress in one year’s time. Our results show that credit expansion, monetary policy tightening, overvalued stock prices and debt-linked balance-sheet weaknesses predict corporate distress. We also find that systemic corporate distress events are associated with contractions in gross domestic product. Their impacts are milder than those of financial crises. © 2023 Infopro Digital Risk (IP) Limited.",11,10.21314/JCR.2023.006,"This paper focuses on predicting systemic nonfinancial corporate sector distress using firm-level probabilities of default across multiple economies. It employs a machine-learning-based early-warning system to identify risk factors associated with corporate distress. The study analyzes the relationship between systemic distress and economic indicators, emphasizing the impact of corporate distress on GDP. Since it measures the impact of AI in predicting economic outcomes, it qualifies for category A. Class: A",A,1632,81,stop,fp_0ba0d124f1
"In respect to racial discrimination in lending, we introduce global Shapley value and Shapley–Lorenz explainable AI methods to attain algorithmic justice. Using 157,269 loan applications during 2017 in New York, we confirm that these methods, consistent with the parameters of a logistic regression model, reveal prima facie evidence of racial discrimination. We show, critically, that these explainable AI methods can enable a financial institution to select an opaque creditworthiness model which blends out-of-sample performance with ethical considerations. © 2023",11,10.1016/j.econlet.2023.111117,"This paper focuses on addressing racial discrimination in lending through the application of explainable AI methods, specifically global Shapley value and Shapley–Lorenz. It analyzes a large dataset of loan applications to reveal evidence of discrimination and discusses the implications for algorithmic justice in creditworthiness models. The study uses AI methods to analyze the impact of AI in lending practices. Class: A",A,1602,76,stop,fp_0ba0d124f1
"In an era where the knowledge economy plays a pivotal role, corporate financial distress poses substantial risks to various external stakeholders. Traditional financial distress prediction models often fall short in accuracy and transparency. Hence, we introduce a groundbreaking approach that leverages the power of ensemble learning models while addressing the challenges of class imbalance. We propose a comprehensive framework that enhances predictive performance and caters to external users’ needs for interpretability. We delve into the world of explainable artificial intelligence (XAI) by incorporating techniques such as partial dependence plots (PDP), individual conditional expectations (ICE), and Shapley additive explanations (SHAP). These techniques provide global and local interpretations that help businesses, financial institutions, and regulators make informed decisions. We conduct empirical experiments using financial data from Polish companies, which show that the GBoost model with random oversampling (ROS) performs the best and demonstrates the validity of our approach. Local PDP interpretations help to identify key financial indicators that contribute to a firm’s financial distress, and ICE interpretations are exploited to provide strategies for improvement. Moreover, in terms of global interpretation, SHAP’s feature importance ranking and feature interaction results are consistent with the knowledge of financial experts, thus increasing the credibility of the black-box model. While our study presents significant contributions to financial distress prediction and XAI, it acknowledges certain limitations. Future research can explore heterogeneous ensemble predictors and extend this framework to various domains beyond bankruptcy prediction. Our research underscores the importance of knowledge-driven innovation in today’s dynamic economy. © 2023, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.",11,10.1007/s13132-023-01602-4,"This paper introduces an ensemble learning approach to predict corporate financial distress, emphasizing accuracy and interpretability through explainable AI (XAI) techniques. It utilizes financial data from Polish companies and evaluates the performance of various models, highlighting the importance of interpretability for stakeholders. The focus on improving prediction models and understanding their outputs aligns with the impact of AI on financial outcomes. Class: A.",A,1814,76,stop,fp_0ba0d124f1
"Using a well-developed machine learning-based image processing algorithm, we investigate whether a bank considers the facial trustworthiness of the chief financial officer (CFO) of a borrower firm for loan contracts. Based on a large sample of public firms in the United States, our results show that banks tend to offer lower loan spreads and are less likely to use collateral for firms with more facially trustworthy CFOs. Further, the results hold when we control the chief executive officers' (CEOs') facial trustworthiness, implying that it is the CFOs who negotiate with the banks about loan contracts. The effect of CFOs' facial trustworthiness on bank loan contracts is more pronounced in small or young firms, and less pronounced for firms in financial distress. Our study adds to the literature on the determinants of bank loan costs and the influence of managers’ facial features on corporate finance and corporate governance. © 2022 Elsevier Inc.",11,10.1016/j.iref.2022.11.038,"This paper investigates the impact of the facial trustworthiness of CFOs on loan contracts using a machine learning-based image processing algorithm. It analyzes how banks adjust loan terms based on perceived trustworthiness, focusing on a large sample of public firms. The study emphasizes the influence of facial features on corporate finance decisions, which aligns with the impact of AI in analyzing these effects. Class: A.",A,1675,76,stop,fp_0ba0d124f1
"In view of the financial risks existing in development of enterprises, the traditional financial management systems are difficult to achieve the risk tracking and prediction. In the research, applied artificial intelligence technology, an artificial neural network model based was proposed to achieve the prediction of enterprise financial risk indicators, so as to provide the decision support for enterprise production and operation. Through the neural network model, simulation of biological neural network processing information process prediction was carried out, non-quantitative variables were processed. When number of hidden layers was 11 layers, the comprehensive judgment accuracy of type was 91.67%. From the above training and simulation procedures, when the hidden layer is 11, the model established in this study has a high prediction effect, with a prediction accuracy of 91.67%. Through experiments, result finding that the model has high financial prediction ability, reaching over 90%, this provides a reference for financial intelligent decision-making in enterprises. Although there are many academic researches on financial early warning, the research on traditional energy enterprises is not perfect. It is hoped that the research results of the research can provide some reference for the financial early warning of enterprises. © 2023 IEEE.",11,10.1109/ICAISC58445.2023.10199365,"This paper focuses on using an artificial neural network model to predict financial risk indicators for enterprises, particularly in the context of traditional energy companies. It emphasizes the model's high prediction accuracy and its potential to support financial decision-making. The study analyzes the impact of AI on financial risk assessment, qualifying it for category A. Class: A",A,1726,65,stop,fp_0ba0d124f1
"The economic onslaught of the COVID-19 pandemic has compromised the risk management of financial institutions. The consequences related to such an unprecedented situation are difficult to foresee with certainty using traditional methods. The regulatory credit loss attached to defaulted mortgages, so-called expected loss best estimate (ELBE), is forecasted using a machine learning technique. The projection of two ELBEs for 2022 and their comparison are presented. One accounts for the outbreak's impact, and the other presumes the nonexistence of the pandemic. Then, it is concluded that the referred crisis surely adversely affects said high-risk portfolios. The proposed method has excellent performance and may serve to estimate future expected and unexpected losses amidst any event of extraordinary magnitude. © 2023 Elsevier B.V.",11,10.1016/j.ribaf.2023.101907,"This paper focuses on forecasting the expected loss best estimate (ELBE) for defaulted mortgages using machine learning techniques in the context of the COVID-19 pandemic. It compares projections with and without the pandemic's impact, highlighting the adverse effects on high-risk portfolios. The study measures the impact of the pandemic on financial risk management, qualifying it for category A. Class: A",A,1645,74,stop,fp_0ba0d124f1
"In the rapid development of modern enterprise economy, in the face of the development trend of economic globalization, enterprises are bound to deal with diversified financial risks. If economic and financial risks are not found in time and effective measures are taken, then enterprises are likely to fall into financial crisis and directly limit their long-term construction and development. Especially for listed companies, how to use artificial intelligence algorithm to effectively prevent and control economic and financial risks is a hot issue explored by modern financial theory and practice. Therefore, on the basis of understanding the concept of financial risk, this paper studies the importance of economic and financial risk early warning according to the current situation of financial risk of listed enterprises in China, so as to effectively apply the Bayesian network after building an operating system with early warning model as the core. The empirical results show that the economic and financial risk early warning system based on Bayesian network is effective.  © 2022 IEEE.",11,10.1109/ICDSBA57203.2022.00074,"This paper focuses on the application of artificial intelligence, specifically Bayesian networks, to develop an early warning system for economic and financial risks in listed companies in China. It emphasizes the importance of timely risk detection to prevent financial crises. The study analyzes the effectiveness of the proposed AI-based model, which qualifies it for category A. Class: A",A,1676,66,stop,fp_0ba0d124f1
