Abstract,Topic,DOI,GPT_response,GPT_class,Input_tokens,Output_tokens,reason_stop,system_fingerprint
"In today’s world, digital transformation has become an integral part of the development of economic sectors, including the transport and logistics industry. The transport and logistics industry plays an important role in the modern economy, ensuring the movement of goods and services from producers to consumers. However, with increasing globalisation and technological advancement, it has become apparent that traditional methods and processes in this industry cannot cope with the growing needs and challenges. Adoption of digital technologies can automate processes, optimise routes, improve operational efficiency and reduce costs. Moreover, digital transformation helps to improve efficiency and control in the transport and logistics industry, as well as improve customer service. This article highlights the key aspects and principles of digital transformation in the transport and logistics industry and presents some new approaches and innovative solutions. The study analyses the impact of technologies such as big data, Internet of things, artificial intelligence and autonomous vehicles on the processes and business models of this industry. Moreover, the article presents research findings related to the implementation of digital technologies in the transport and logistics industry. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2024.",0,10.1007/978-3-031-56380-5_24,"This article examines the role of digital transformation in the transport and logistics industry, focusing on how technologies like AI, big data, and IoT can enhance operational efficiency and customer service. The study analyzes the impact of these technologies on industry processes and business models. The paper analyzes AI impacts. Class: A",A,1732,60,stop,fp_0705bf87c0
"Aim/purpose - This research aims to design an analytical framework to investigate the dimensions, factors, and key indicators affecting the green supply chain based on the innovative technology of Artificial Intelligence of Everything (AIoE). Understanding the cause-and-effect relationships of all actors in this smart and sustainable system is also one of the critical goals of this research. Also, examining the key features of AIoE technology as a new hybrid technology is one of this research's most essential features. Design/methodology/approach - This research has tried to extract and refine the most critical parameters affecting the green supply chain based on technology by reviewing the literature and examining the opinions of active experts in the field of study. Then, by using the focus group, it has been tried to provide an analytical framework to express the cause-and-effect relationships of all actors active in this system by examining the basic features of AIoE. Finally, this framework was validated and approved using experts' opinions and the focus group, emphasizing integrity, comprehensiveness, and effectiveness. Findings - This research identified the dimensions, components, and indicators affecting the smart, green, and sustainable supply chain based on Artificial Intelligence (AI). It also presented an analytical framework that shows the cause-and-effect relationships of all active actors in this system. Research implications/limitations - This research simultaneously offers significant insights into implementing intelligent and sustainable process-oriented systems. However, it is important to note the limitations. One of the most significant challenges in presenting the framework was finding experts with sufficient awareness, knowledge, and experience and participants to analyze cause-and-effect relationships. Originality/value/contribution - This research provides a practical analysis of AIoE technology for the first time. The results strongly support the argument that hybrid AIoE technology can tremendously impact the sustainability and greenness of supply chain processes.  © 2024 Hamed Nozari, published by Sciendo.",0,10.22367/jem.2024.46.07,"This research develops an analytical framework to explore the dimensions and factors influencing the green supply chain through the lens of Artificial Intelligence of Everything (AIoE). It employs literature review and expert opinions to establish cause-and-effect relationships among actors in this system, thereby analyzing the impact of AI on sustainability. The study analyzes AI impacts. Class: A",A,1892,67,stop,fp_0705bf87c0
"The objective of this paper is to research the synergistic interaction between Industrial Internet of Things (IIoT) and the application of Artificial Intelligence (AI) in IIoT ecosystems (AIoT). For achieving this purpose, a method of integrative study of leading scientific publications on the topics ‘Industrial Internet of Things’ and ‘Artificial Internet of Things’ and the PRIZMA flow chart for filtering the list of found documents are applied. The inability of full coverage of the AIoT topic in one article has necessitated the usage of an approach for its content analysis in several thematic groups. The IIoT and AIoT concepts has been explored by various theoretical and practical aspects in many scientific papers published mainly over the past five years, but continues to arouse the interest of researchers. The novelty of the manuscript could be viewed in the attempts of systematizing the key characteristics, advantages, and risks in the practical use of these technologies in the form of smart manufacturing machines, robotic devices, autonomous vehicles, and software for predictive maintenance, and in outlining the possibility for green and sustainable AIoT platforms creation. It is concluded that a key requirement for the implementation of AIoT solutions is the consideration of the various threats and ethical aspects of their design, which contributes to the correct definition of the ‘social value’ of such business initiatives. © D. A. Tsenov Academy of Economics, Svishtov, 2 Emanuil Chakarov Str.",0,10.58861/tae.bm.2024.2.03,"This paper explores the interaction between the Industrial Internet of Things (IIoT) and Artificial Intelligence (AI) within IIoT ecosystems, employing a systematic review of scientific literature to analyze key characteristics, advantages, and risks associated with AIoT. The study focuses on the impact of AI in the context of IIoT. Class: A",A,1810,69,stop,fp_0705bf87c0
"In the era of Industry 4.0, the convergence of digitalization, artificial intelligence (AI), and big data analytics (BDA) has revolutionized the industrial landscape. This research paper explores the intricate interplay between AI-assisted BDA and strategic sustainable development (SSD) within the context of Industry 4.0, focusing on Italian manufacturing. The Fourth Industrial Revolution, characterized by the fusion of physical and digital worlds, has ushered in unprecedented advancements in technology and data analytics. AI-assisted BDA emerges as a powerful tool for harnessing vast datasets to drive innovation, efficiency, and sustainability strategies. It facilitates predictive maintenance, waste reduction, and optimal resource utilization. Furthermore, it aligns with circular economy principles by optimizing resource flows and promoting responsible sourcing. However, this digital transformation is not without challenges. Data privacy, security concerns, and the digital divide need addressing. Multidisciplinary approaches involving policymakers, academics, and industry leaders are essential to establish ethical norms and ensure inclusivity. The study’s theoretical implications call for a re-evaluation of the existing frameworks surrounding BDA’s role in sustainable development. It highlights the symbiotic relationship between digitization, BDA, and SSD, emphasizing the mediating role of environmental and social governance (ESG). This research underscores the transformative potential of AI-assisted BDA in Industry 4.0, bridging the gap between sustainability and innovation. It paves the way for a future where technology and environmental stewardship coalesce to foster a greener, more sustainable industrial landscape, redefining industry and sustainability in the digital age. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2024.",0,10.1007/s13132-024-02120-7,"This research paper examines the relationship between AI-assisted big data analytics and strategic sustainable development in the context of Industry 4.0, particularly within Italian manufacturing. It analyzes the impact of AI on sustainability strategies, emphasizing its role in driving innovation and efficiency while addressing challenges such as data privacy. The study analyzes AI impacts. Class: A",A,1849,66,stop,fp_0705bf87c0
"The emergence of Industry 5.0 has ushered in a new era of industrial transformation characterized by the integration of physical and digital systems. In this dynamic environment, the role of artificial intelligence (AI) in supply chain management has become paramount. This research paper explores the impact of AI-driven imperatives on supply chain resilience and sustainability in Industry 5.0. Using a combination of probability analysis (PA), Bayesian-BWM (B-BWM), and Pareto analysis, we identify key AI-driven strategies for enhancing supply chain operations in the ready-made garment (RMG) and footwear sectors in China. The study highlights the importance of continuous monitoring of supply chain operations via the Internet of Things (IoT), adopting a circular production and packaging (CPP) model, and establishing a digital supply chain replica. These strategies improve resilience and contribute to environmental and societal outcomes. Automation and robust cybersecurity for data handling are crucial in the context of Industry 5.0, as they enhance production adaptability and data security. Also, streamlining inventory via RFID technology and harnessing AI to improve workforce safety and operational flow are essential measures. Comprehensive data analysis and forward-looking predictions through AI-driven big data analytics provide insights into consumer demand and energy consumption, ensuring efficient supply chain management. Lastly, while promising, blockchain integration poses challenges in terms of investment and regulatory compliance. However, it is important to consider the ethical implications and regulatory frameworks associated with AI deployment, as well as the need for education and training to bridge the digital gap. Collaboration between governments, industries, and educational institutions is essential to establish a comprehensive Industry 15.0 that benefits all segments of society. This research sheds light on the transformative potential of AI-driven supply chain management in Industry 5.0 and underscores the importance of addressing challenges to maximize its benefits. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2024.",0,10.1007/s13132-024-01999-6,"This research paper examines the impact of AI on supply chain resilience and sustainability within the context of Industry 5.0, utilizing various analytical methods to identify key strategies for enhancing supply chain operations. The study analyzes the impact of AI on supply chain management. Class: A",A,1898,53,stop,fp_0705bf87c0
"The population growth is drastically surging in demand for food and water and uplifting consumption and waste resulting in overburden of society and the environment. Urgent actions are required to address these emerging global issues. Therefore, adopting a circular economy (CE) is essential to sustain the consumption rate and accommodate the ever-increasing demand. Moreover, the CE practices accelerate the progress on sustainable development. From this perspective, digital technologies are playing driving roles in the successful implementations of CE practices and achievements of the United Nations’ (UN) sustainable development goals (SDGs). Among various emerging digital technologies, artificial intelligence (AI) and digital twin ((DT) are the promising ones. This paper aims to understand and explore how both technologies facilitate the CE transitions and attain SDGs in the agriculture domain. To this end, we provide insights into the concepts of CE, AI, and DT with preliminary and current research status. This research evaluates the contributions of global organizations for CE transitions. We elaborate on the significant contributions of AI and DT in the transition towards CE and identify some challenges that hinder the adoption of these technologies. Besides expanding knowledge, concise multiple case studies are also presented as evidence to depict how companies in China are deploying these technologies to digitize various operations and create solutions for waste management, sustainable resource consumption, renewal energy, water conservation, etc. Findings reveal that these companies successfully attain many SDGs of 1, 2, 6, 7, 9, 11, 12, 13, 14, 15, and 17. This paper enormously contributes to the emerging research domain of integrating CE, AI, DT, and agriculture. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2024.",0,10.1007/s13132-024-02101-w,"This paper explores the role of artificial intelligence and digital twin technologies in facilitating the transition to a circular economy (CE) within the agricultural sector, emphasizing their contributions to achieving the United Nations' sustainable development goals (SDGs). It evaluates the impact of these technologies on sustainability practices and presents case studies from China. The study analyzes the impact of AI and DT on CE adoption. Class: A",A,1868,77,stop,fp_0705bf87c0
"In the era of Industry 4.0, integrating digital technologies into industrial processes has become imperative for sustaining growth and fostering innovation. This research paper explores the profound impact of AI-driven intelligent data analytics and predictive analysis on economic efficiency and managerial practices within Industry 4.0. With a focus on knowledge, innovation, technology, and society, this study delves into the transformative potential of these advanced technologies. Intelligent data analytics, powered by artificial intelligence (AI), has revolutionized the way industries harness vast datasets. Uncovering real-time patterns, correlations, and opportunities empowers decision-makers with accurate and timely insights. Predictive analysis, rooted in statistics and machine learning, aids in forecasting trends and managing risks, offering economic stability across sectors. Using a mixed-methods approach, the study combines qualitative interviews with 19 Chinese operations managers and quantitative data from an online survey of 286 managers. The study ranks various Industry 4.0 technologies through ordinal regression based on their impact on environmental sustainability and economic management. Results show that smart sensors, radio-frequency identification, AI, and analytics are the most influential technologies for enhancing economic and environmental outcomes. Conversely, technologies like additive manufacturing and automated robots yield less favorable results. The study also identifies a noticeable gap in professionals’ understanding and adoption of AI and augmented reality. Environmental concerns around the disposal of electronic waste generated by these technologies are also highlighted. The research thus offers significant insights for companies seeking to adopt intelligent data analytics to enhance economic performance and environmental sustainability. On the managerial front, the fusion of these technologies enables agile and responsive frameworks, promoting dynamic strategies in response to changing market dynamics. This culture of continual improvement fosters excellence and foresight in managerial processes. However, challenges exist, including the underutilization of data, data complexity, historical biases, and the need for tailored AI solutions across industries. Ethical considerations, data privacy, and security also pose concerns. Collaborative innovation among stakeholders is crucial to addressing these challenges and seizing opportunities. Governments, academia, and industry players must collaborate to develop technologically advanced, economically viable, and socially responsible solutions. As industries transition to Industry 4.0, this paper advocates a critical approach that embraces technology’s potential while mitigating risks. The future lies in a technologically advanced, economically resilient, and socially inclusive industrial landscape driven by AI-powered knowledge and innovation. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2024.",0,10.1007/s13132-024-02001-z,"This research paper examines the impact of AI-driven data analytics and predictive analysis on economic efficiency and managerial practices within the context of Industry 4.0. Utilizing a mixed-methods approach, it analyzes how these technologies enhance decision-making and sustainability, focusing on the implications of AI adoption. The study analyzes AI impacts. Class: A",A,2002,65,stop,fp_0705bf87c0
"The purpose of this study is to explore the areas of Supply Chain Management (SCM) in which Artificial Intelligence (AI) and Machine Learning (ML) are implemented and to identify the main related AI and ML techniques and research gaps for future applications. A systematic literature review methodology was used to analyze selected studies from 2019 to 2023, collected from Scopusindexed journals, and associate AI and ML with SCM. A total of 50 studies were identified, of which 10 studies were selected using pre-identified inclusion criteria. These studies were thoroughly reviewed and analyzed to identify the main AI and ML applications, techniques, and gaps in SCM. The review revealed that there are two main areas of SCM applications that utilize AI and ML: demand forecasting and supply chain (SC) risk management. Each application area within the SCM utilizes different sets of AI and ML techniques. Demand forecasting studies mainly implement artificial neural network (ANN) and time series/ regression ML models, while SC risk management studies discuss the Internet of Things (IoT) and cloud computing and implement classification ML models. The main gaps found in the shortlisted studies are limited data accessibility and the need for employing deep and hybrid models. The limitations of the study are the review size and the scope of AI and ML applications in SCM. Although a few earlier studies touch on AI or ML applications within SCM, this study offers a panoramic view of both AI and ML within the SC field as a whole.  © 2024 IEEE.",0,10.1109/ICETSIS61505.2024.10459449,"This study conducts a systematic literature review to explore the implementation of AI and Machine Learning in Supply Chain Management, identifying key techniques and research gaps. It analyzes existing studies to highlight applications in demand forecasting and risk management, focusing on the impact of AI and ML. The study analyzes AI impacts/adoption. Class: A",A,1811,62,stop,fp_0705bf87c0
"With the Fourth Industrial Revolution, a digitally connected global era has begun. Leading global companies are harnessing innovative technologies such as internet of things, big data, artificial intelligence, robotics and digital twin to revolutionize manufacturing process. This transformation is resulting in the creation of new business models and value-added products. It is time to shift the paradigm of trade by reforming the old mindset dominated by tangible goods. While current trade agreements contain some rules on digital trade, the scope of discussions lag behind the business reality of industrial digital transformation. This article purports to rebuild the objectives and priorities of global digital trade negotiations, by reflecting recent hyper-connectivity and hyper-intelligence. It proposes eight items for digital trade negotiations: digital transformation (DX) in trade, digital manufacturing services, internet access and traffic cost sharing, data trust for interoperability, artificial intelligence (AI) governance, cybersecurity and trade, big-tech platform regulations, and digital business taxation. © 2024 Kluwer Law International BV, The Netherlands.",0,10.54648/trad2024004,"This article discusses the implications of the Fourth Industrial Revolution on global trade, emphasizing the need to reform trade agreements to accommodate digital transformation and innovative technologies like AI. It proposes a framework for digital trade negotiations, focusing on governance and regulatory aspects. The study analyzes the impact of AI in the context of digital trade. Class: A",A,1712,64,stop,fp_0705bf87c0
"power is a high-risk field of safety production. In recent years, all units of the power system have invested a lot of resources to strengthen on-site safety control. The application of artificial intelligence technology to the safety management of the operation site can integrate of data, computing power, algorithm and application, and can effectively solve the problems of manual supervision, time-consuming and laborious, untimely risk warning, difficulty in obtaining evidence after the event, and low data utilization existing in traditional video monitoring. Accumulate a large amount of real data on the power construction site through the a rtificial intelligence platform, and enhance the sample data, such as cutting, rotating, noise, filling and other means on the picture; At the same time, expand the original sample database, for example, add the sample data of black helmets in northern winter. In order to improve the generalization ability of machine learning algorithm model. Using the powerful supercomputing ability of the edge computing device GPU and the advanced machine learning algorithm of deep neural network, real-time recognition of violations including ""not wearing safety helmets, dress code, intrusion in the warning area, smoking at the operation site, climbing without supervision, climbing without safety belt"" can shorten the delay time of alarm, reduce the consumption of network bandwidth, and make the AI system run more efficiently and faster 。 Several artificial intelligence technologies in the safety control of power operation site have applied for and obtained four national invention patents. © 2023 IEEE.",0,10.1109/ACFPE59335.2023.10455476,This paper explores the application of artificial intelligence in enhancing safety management at power operation sites by integrating data and advanced algorithms to improve real-time monitoring and risk warning. It focuses on the impact of AI in addressing traditional safety supervision challenges. Class: A,A,1807,48,stop,fp_0705bf87c0
"This study experimentally examines the relationship between integrated information sharing, interior designer capability, and AI-enhanced software, particularly CAD software. 409 of 500 construction interior designers participated in the survey. Pearson correlation explored direct and moderating effects. EE(External Environment), TL (Technical Level), CE (Communication Effect) and AI (Artificial Intelligence) as a moderator were positively connected to OS (Content of Integrated Sharing) and QIS (Quality of Integrating Sharing). This study examines interior designers' content and quality integrated sharing using AI-enhanced software. The findings support construction decision-making and strategic planning. This study illuminates the importance of seamless information exchange and its relationship with AI solutions, helping construction companies improve processes and collaboration. This study suggests ways to improve efficiency and innovation in many construction processes, beyond interior design. © 2023, Universiti Malaysia Sarawak. All rights reserved.",0,10.33736/ijbs.6401.2023,"This study experimentally investigates how integrated information sharing, designer capability, and AI-enhanced CAD software affect the quality of information sharing among construction interior designers. It analyzes the impact of AI on the processes and collaboration in the construction industry. The study analyzes AI impacts. Class: A",A,1689,54,stop,fp_0705bf87c0
"The paper analyses the dynamics of scientific research in, and practical application of key Industry 4.0 technologies in corporate governance, namely big data, artificial intelligence, machine learning, and blockchain. The contribution of specific authors, citation, and collaboration networks are assessed, along with that of individual countries and research organisations. A bibliometric network analysis of publications indexed in the Scopus and OpenAlex databases for 2011–2022 revealed a steady increase in the number of publications on the topic under consideration, and there-fore a growing interest in it. The use of the abovementioned technologies in corporate governance is expected to lead to increased performance and transparency, and improved cy-bersecurity. The authors provide recommendations for vari-ous groups of users to maximise the potential of Industry 4.0 technologies for businesses, and the overall economy. © 2023, National Research University, Higher School of Econoimics. All rights reserved.",0,10.17323/2500-2597.2023.4.69.78,"This paper conducts a bibliometric network analysis to examine the dynamics of scientific research and practical applications of Industry 4.0 technologies, including AI, in corporate governance. It analyzes trends in publications and provides recommendations for maximizing the potential of these technologies, focusing on their impact on performance and transparency. The study analyzes AI impacts. Class: A",A,1701,67,stop,fp_0705bf87c0
