Abstract,Topic,DOI,GPT_response,GPT_class,Input_tokens,Output_tokens,reason_stop,system_fingerprint
"We study the market for AI systems that are used to help to diagnose and treat diseases, reducing the risk of medical error. Based on a two-firm vertical product differentiation model, we examine how, in the event of patient harm, the amount of the compensation payment, and the division of this compensation between physicians and AI system producers affects both price competition between firms, and the accuracy (quality) of AI systems. One producer sells products with the best-available accuracy. The other sells a system with strictly lower accuracy at a lower price. Specifically, we show that both producers enjoy a positive market share, so long as some patients are diagnosed by physicians who do not use an AI system. Any transfer in compensation payment from the physician to the AI producer in the case of a diagnostic error will be passed on in full to the physician via the price of the AI system. The quality of the AI diagnosis system is independent of how any compensation payment to the patient is divided between physicians and producers. However, the magnitude of the compensation payment matters. An increase in compensation increases demand for both AI systems. In addition, the higher the compensation paid to the harmed patient, the higher the quality of the low-quality AI system. As the other firm continues to offer the highest accuracy level, any increase in compensation will decrease vertical differentiation, thereby increasing price competition between firms. © 2023 Elsevier Inc.",3,10.1016/j.irle.2023.106153,"This paper analyzes the market dynamics of AI systems used in medical diagnosis, focusing on how compensation payments for medical errors influence price competition and the quality of AI systems. The study examines the economic implications of AI in healthcare, classifying it as an analysis of AI's impact rather than a proposal of an AI technique. Class: A",A,1832,65,stop,fp_0705bf87c0
"Artificial intelligence (AI) integration in healthcare has shown tremendous potential, however, it has also raised profound ethical concerns. This study aimed to examine the role of perceived AI usefulness, awareness of AI implications, innovation capabilities and ethical bio education in facilitating responsible AI adoption in healthcare. A questionnaire-based survey was conducted targeting healthcare employees in the USA. The results of PLS-SEM analysis showed that perceived usefulness positively influenced AI adoption and innovation capabilities but had no significant effect on ethical bio education. AI awareness strongly predicted ethical bio education both directly and indirectly via innovation capabilities. Additionally, AI adoption and innovation capabilities positively affected ethical bio education, underscoring their critical role. The findings imply that creating awareness of AI's ethical pitfalls along with advancing innovation capacities can promote ethical AI assimilation in healthcare. However, perceiving AI as useful may not directly translate into ethical diligence, necessitating a balanced approach. © 2023 ThinkBiotech LLC. All rights reserved.",3,10.5912/jcb2142,"This study investigates the factors influencing responsible AI adoption in healthcare, focusing on perceived usefulness, awareness of AI implications, and ethical education. It analyzes the drivers of AI adoption and their relationship with ethical considerations, placing it in category A. Class: A",A,1742,49,stop,fp_0705bf87c0
"In an era where artificial intelligence and the Internet are revolutionizing various sectors, the integration of these technologies in healthcare is particularly noteworthy. The concept of combining Internet capabilities with artificial intelligence, commonly referred to as Internet + AI medical, represents more than just a simple merger; it signifies a profound and synergistic fusion of the digital and medical realms. This new model of intelligent medical care is reshaping healthcare delivery, including in the field of gynecological oncology. Traditional management of gynecological tumors faces several challenges, including uneven patient distribution, repetitive diagnostic procedures, and extended treatment cycles. These issues are increasingly addressable in the current Internet-driven landscape. This paper delves into the application of artificial intelligence in the comprehensive management of gynecological tumors, examining its potential to transform and improve therapeutic outcomes. By leveraging the power of AI and the Internet, this approach aims to streamline patient care, reduce redundancy in diagnostic processes, and shorten overall management cycles in gynecological oncology. The paper presents an in-depth analysis of the effectiveness of this integrated approach, highlighting how artificial intelligence, when combined with networked healthcare systems, can enhance the treatment and management of gynecological tumors. The findings and discussions herein offer valuable insights into the evolving landscape of healthcare, where technology and medicine converge to create more efficient, effective, and patient-centered treatment modalities. © 2023 ThinkBiotech LLC. All rights reserved.",3,10.5912/jcb1877,"This paper explores the integration of AI and Internet technologies in the management of gynecological tumors, focusing on how this combination can improve healthcare delivery and therapeutic outcomes. The study emphasizes the transformative potential of AI in healthcare, classifying it as an analysis of AI's impact on medical practices. Class: A",A,1833,60,stop,fp_0705bf87c0
"This chapter studies the new risks and prospects in the post-coronavirus era with respect to the development of leading digital technologies in business by entrepreneurs and innovators. This chapter is about innovations in development and humanitarian efforts within the context of the coronavirus pandemic. The current spread of the COVID-19 in the past 2 years has highlighted the need for leadership by governments to expedite evaluation and implementation of digital technologies. The unprecedented humanitarian and economic needs presented by the COVID-19 pandemic are driving the development and deployment of new digital technologies at a large and rapid pace. Many researchers and policymakers alike share the view that the pandemic has precipitated changes to digital technologies already under way. Furthermore, it takes a deeper look at the informality situation as well as the impact that digital technologies and digital business models, especially digital platforms, are having on this situation. Several topics are addressed, providing support for COVID-19 control efforts and pandemics to come, using the artificial intelligence (AI) to identify outbreaks and to identify fake or adulterated medicines, while the new special group on digital technologies for coronavirus health emergencies sought to establish best practices for using AI during every phase of the life cycle of public health emergencies. Our results help to compare and balance new risks and prospects in the post-coronavirus era and can provide politicians, academics, and business leaders valuable food for thought. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.",3,10.1007/978-3-031-28131-0_16,"This chapter explores the role of digital technologies, particularly AI, in addressing challenges posed by the COVID-19 pandemic, focusing on innovations in business and humanitarian efforts. It analyzes the impact of AI on public health emergencies and the development of digital business models, thus studying the implications of AI rather than proposing a new technique. Class: A",A,1840,66,stop,fp_0705bf87c0
"The article deals with the ethical and legal aspects of the use of artificial intelligence in healthcare. The author analyses key threats to the fundamental values held by the majority of democratic society and the human rights guaranteed by international human rights treaties, such as the European Convention on Human Rights. Emphasis is placed, in particular, on the risk of restricting patients' autonomy due to an insufficient regulation of the use of clinical decision-support systems, a lack of humanistic care due to excessive use of care robots, a decline in human skills in specific fields of medicine, such as radiology, and the violation of privacy by extensive surveillance of social media. The article provides an overview of the benefits of artificial intelligence for healthcare, but also warns of the downsides, with the aim to encourage a debate that would lead to reasonable legal regulation.  © 2022 Klára Zikmundová, published by Sciendo.",3,10.2478/eustu-2022-0019,"This article analyzes the ethical and legal implications of AI in healthcare, focusing on potential threats to patient autonomy, human rights, and privacy. It discusses both the benefits and downsides of AI, aiming to foster debate on legal regulations, thus classifying it as an analysis of AI impacts. Class: A",A,1733,60,stop,fp_0705bf87c0
"We reflect on the progress and prospects of artificial intelligence (AI)-powered transformation in healthcare from the perspective of front-line clinical professionals responsible for care delivery. While there is considerable optimism about the potential of AI, critical gaps in understanding remain that represent fruitful opportunities for economics and management scholars. We outline the ways in which the strengths of AI can compensate for key limitations of physicians. We then focus on productive use of AI by physicians, highlighting the need for a deeper understanding of human-AI teaming. We argue that productive teaming requires research on two critical issues: trust in AI and the redesign of clinical workflow to optimally accommodate artificial and human intelligence synergistically. © 2023 Wiley Periodicals LLC.",3,10.1111/jems.12555,"This paper discusses the integration of AI in healthcare from the perspective of clinical professionals, emphasizing the potential benefits and challenges of human-AI collaboration. It highlights the need for further research on trust in AI and workflow redesign, indicating a focus on the impact of AI in healthcare settings. Class: A",A,1692,58,stop,fp_0705bf87c0
"How should payment systems of means-tested benefits be designed to improve the financial situation of needy recipients most effectively? We study this question in the context of mandatory health insurance in Switzerland, where recipients initially receive either a cash transfer or subsidized insurance premiums (a form of in-kind transfer). A federal reform in 2014 forced cantons (i.e. states) to universally switch to in-kind provision. We exploit this setting based on a difference-in-differences design, analyzing eight years of rich individual-level accounting data and applying a machine learning approach to identify cash recipients prior to the reform. We find that switching from cash to in-kind transfers persistently reduces the likelihood of late premium payments by about 20% and of government debt collection for long-term missed payments by approximately 12%. There is no evidence for a negative spillover effect on the timely payment of the non-subsidized co-pay bills for health services after the regime change.  © 2022 The Author(s). Published by Oxford University Press on behalf of European Economic Association.",3,10.1093/jeea/jvac011,"This study investigates the effects of switching from cash transfers to in-kind benefits on the financial behavior of recipients in Switzerland's health insurance system. While machine learning is used to analyze the data, the focus is on the economic outcomes of the payment system reform rather than on AI itself, placing this paper in category B. Class: B",B,1763,65,stop,fp_0705bf87c0
"The purpose of this research is to identify and evaluate the technical, ethical and regulatory challenges related to the use of Artificial Intelligence (AI) in healthcare. The potential applications of AI in healthcare seem limitless and vary in their nature and scope, ranging from privacy, research, informed consent, patient autonomy, accountability, health equity, fairness, AI-based diagnostic algorithms to care management through automation for specific manual activities to reduce paperwork and human error. The main challenges faced by states in regulating the use of AI in healthcare were identified, especially the legal voids and complexities for adequate regulation and better transparency. A few recommendations were made to protect health data, mitigate risks and regulate more efficiently the use of AI in healthcare through international cooperation and the adoption of harmonized standards under the World Health Organization (WHO) in line with its constitutional mandate to regulate digital and public health. European Union (EU) law can serve as a model and guidance for the WHO for a reform of the International Health Regulations (IHR). © The Author(s) 2024.",3,10.1057/s41599-024-02894-w,"This research identifies and evaluates the technical, ethical, and regulatory challenges associated with AI in healthcare, focusing on the implications for privacy, accountability, and health equity. The paper emphasizes the need for regulatory frameworks and ethical guidelines, thus analyzing the impact of AI rather than proposing a specific AI technique. Class: A",A,1760,61,stop,fp_0705bf87c0
"With millions of people segregating around the globe, Coronavirus stands truly a global event. It ranges to the trajectories of states with miserable and wrecked health care systems. The transmission is aided by the wide-ranging response from the policy planning and state organizations. Experts are aware of the sternness and contamination of the infectious disease and its disastrous consequences that desire for inoculation of Artificial Intelligence (AI). The absence of an AI policy rejoinder may lead to increased fatalities for weathering the storm. Despite the wide range of responses, the up-to-date policy needs an organized way to track the inflexibility of state-run organizations’ frameworks to attain the objectives of AI organizational policy response. The study’s objectives include including key national institutions to understand perceptions and motivations to challenge the event of COVID-19 through common grounds of Artificial Intelligence. The data is obtained through an online survey from the foreign office, health care services, inter-coordination ministries, and science and technology ministry. The paper has unfolded the useless directions, impractical steps, uncertainty, ineffective communication, and social protection, which led to the rapid spread of infection. Refining each health indicator and reducing the progression of the pandemic through the AI archetype is conceivable only when officialdoms employ the AI-based approach. © Universiti Putra Malaysia Press.",3,10.47836/pjssh.30.4.01,"This paper explores the role of AI in responding to the COVID-19 pandemic, focusing on the perceptions and motivations of national institutions regarding AI policy and its implications for public health. It analyzes the impact of AI on health indicators and pandemic management, thus fitting into the category of analyzing AI impacts. Class: A",A,1813,61,stop,fp_0705bf87c0
"We have investigated methodologies for predicting radiologists' workload in a short time interval by adopting a machine learning technique. Predicting for shorter intervals requires lower execution time combined with higher accuracy. To deal with this issue, an ensemble model is proposed with the fixed-batch-training method. To excel in the execution time, a fixed-batch-training method is used. On the other hand, the ensemble of multiple machine learning algorithms provides higher accuracy. The experimental result shows that this predictive model can produce at least 10% higher accuracy in comparison with the other available widely used short-term time series forecasting models. In the studied medical system, this gain in accuracy for the earlier prediction of workload can reduce the Medicare relative value unit cost by $1.1 million annually, which we have formulated and shown in this paper. The proposed batch-trained ensemble of experts model has also provided at least a 6% improvement in execution time compared with the other studied models. © 2020 John Wiley & Sons, Ltd.",3,10.1002/for.2717,"This paper proposes a machine learning ensemble model to predict radiologists' workload efficiently, focusing on improving accuracy and execution time. While it discusses economic implications, the primary focus is on the development of the AI technique rather than analyzing the impact of AI itself. Class: B",B,1753,53,stop,fp_0705bf87c0
"Texas is the only state that does not mandate that employers carry workers’ compensation (WC) insurance coverage. In place of traditional WC, companies can choose to offer alternative “non-subscription” disability plans to workers. Little large-scale empirical research has studied the consequences of switching from traditional WC to non-subscription plans. We use a difference-in-differences estimator along with a novel machine learning approach to compare effects of switching to non-subscription plans for employees in Texas versus contemporaneously measured non-Texas-based employees for 25 large companies. Our results indicate that total medical payments dropped by roughly 40% from switching to non-subscription plans, consisting of reductions in hospital spending, physician spending, and other medical spending. Similarly, indemnity payments dropped by 70% and number of reported lost days dropped by 80%. Accumulating all sources of spending, we find that total expense associated with workplace injury fell by approximately 46% after switching to the non-subscription program. © 2020, Springer Science+Business Media, LLC, part of Springer Nature.",3,10.1007/s11166-020-09320-x,"This study investigates the economic consequences of switching from traditional workers' compensation insurance to non-subscription disability plans in Texas, utilizing a difference-in-differences estimator and machine learning for analysis. The focus is on measuring the impact of this switch on medical and indemnity payments, classifying it as an analysis of economic outcomes rather than an exploration of AI itself. Class: A",A,1769,74,stop,fp_0705bf87c0
"The Coronavirus Disease 2019 (COVID-19) has caused massive infections and death toll. Radiological imaging in chest such as computed tomography (CT) has been instrumental in the diagnosis and evaluation of the lung infection which is the common indication in COVID-19 infected patients. The technological advances in artificial intelligence (AI) furthermore increase the performance of imaging tools and support health professionals. CT, Positron Emission Tomography – CT (PET/CT), X-ray, Magnetic Resonance Imaging (MRI), and Lung Ultrasound (LUS) are used for diagnosis, treatment of COVID-19. Applying AI on image acquisition will help automate the process of scanning and providing protection to lab technicians. AI empowered models help radiologists and health experts in making better clinical decisions. We review AI-empowered medical imaging characteristics, image acquisition, computer-aided models that help in the COVID-19 diagnosis, management, and follow-up. Much emphasis is on CT and X-ray with integrated AI, as they are first choice in many hospitals. © 2021, Polish Association for Knowledge Promotion. All rights reserved.",3,10.35784/acs-2021-12,"This paper reviews the application of AI in medical imaging for diagnosing and managing COVID-19, focusing on how AI enhances imaging tools and supports clinical decision-making. The emphasis on the impact of AI in healthcare diagnostics qualifies this study for classification A. Class: A",A,1776,51,stop,fp_0705bf87c0
"The purpose of this study is to identify the factors impacting medical professionals’ adoption intention of AI-based innovative medical devices focused on the mediating role of trust. Drawing on the UTAUT model, we examined the mediating effect of trust in the relationships between these factors (performance expectancy, effort expectancy, facilitating conditions, and social influence). This study collected survey data through convenient sampling from 248 medical professionals working in medical institutions located in the metropolitan areas in Republic of Korea. The result showed that performance expectancy, effort expectancy, facilitating conditions, and social influence have a positive impact on trust, and this trust, in turn, has a significant influence on acceptance intentions. The results emphasize that the success of introducing innovative medical devices in institutions hinges not only on the devices' innovation level but also on the psychological factors of the professionals. By taking into account these factors and building trust, medical institutions can elevate service quality and efficiency, fostering greater acceptance of advanced medical devices. © 2024 The Authors",3,10.1016/j.joitmc.2024.100220,"This study investigates the factors influencing medical professionals' intention to adopt AI-based medical devices, emphasizing the mediating role of trust. It focuses on understanding the drivers of AI adoption rather than the impact of AI itself, classifying it as an analysis of AI adoption. Class: A",A,1750,55,stop,fp_0705bf87c0
"Research background:Deep and machine learning-based algorithms can assist in COVID-19 image-based medical diagnosis and symptom tracing, optimize intensive care unit admission, and use clinical data to determine patient prioritization and mortality risk, being pivotal in qualitative care provision, reducing medical errors, and increasing patient survival rates, thus diminishing the massive healthcare system burden in relation to severe COVID-19 inpatient stay duration, while increasing operational costs throughout the organizational management of hospitals. Data-driven financial and scenario-based contingency planning, predictive mod-elling tools, and risk pooling mechanisms should be deployed for additional medical equipment and unforeseen healthcare demand expenses. Purpose of the article: We show that deep and machine learning-based and clinical decision making systems can optimize patient survival likelihood and treatment outcomes with regard to susceptible, infected, and recovered individuals, performing accurate analyses by data modeling based on vital and clinical signs, surveillance data, and infection-related biomarkers, and furthering hospital facility optimization in terms of intensive care unit bed allocation. Methods: The review software systems employed for article screening and quality evaluation were: AMSTAR, AXIS, DistillerSR, Eppi-Reviewer, MMAT, PICO Portal, Rayyan, ROBIS, and SRDR. Findings & value added: Deep and machine learning-based clinical decision support tools can forecast COVID-19 spread, confirmed cases, and infection and mortality rates for data-driven appropriate treatment and resource allocations in effective therapeutic and diagnosis protocol development, by determining suitable measures and regulations and by using symptoms and comorbidities, vital signs, clinical and laboratory data and medical records across intensive care units, impacting the healthcare financing infrastructure. As a result of heightened use of personal protective equipment, hospital pharmacy and medication, outpatient treatment, and medical supplies, revenue loss and financial vulnerability occur, also due to expenses related to hiring additional staff and to critical resource expenditures. Hospital costs for COVID-19 medical care, screening, treatment capacity expansion, and personal protective equipment can lead to further financial losses while affecting COVID-19 frontline hospital workers and pa-tients. © Instytut Badań Gospodarczych / Institute of Economic Research (Poland).",3,10.24136/oc.2984,"This paper reviews the application of deep and machine learning algorithms in optimizing COVID-19 patient care, including diagnosis, treatment outcomes, and resource allocation in hospitals. It focuses on the impact of these AI techniques on healthcare efficiency and financial implications, thus classifying it as analyzing AI impacts. Class: A",A,1978,59,stop,fp_0705bf87c0
"Background: The Ambient Intelligent Geriatric Management (AmbIGeM) system combines wearable sensors with artificial intelligence to trigger alerts to hospital staff before a fall. A clinical trial found no effect across a heterogenous population, but reported a reduction in the injurious falls rate in a post hoc analysis of patients on Geriatric Evaluation Management Unit (GEMU) wards. Cost-effectiveness and Value of Information (VoI) analyses of the AmbIGeM system in GEMU wards was undertaken. Methods: An Australian health-care system perspective and 5-year time horizon were used for the cost-effectiveness analysis. Implementation costs, inpatient costs and falls data were collected. Injurious falls were defined as causing bruising, laceration, fracture, loss of consciousness, or if the patient reported persistent pain. To compare costs and outcomes, generalised linear regression models were used to adjust for baseline differences between the intervention and usual care groups. Bootstrapping was used to represent uncertainty. For the VoI analysis, 10,000 different sample sizes with randomly sampled values ranging from 1 to 50,000 were tested to estimate the optimal sample size of a new trial that maximised the Expected Net Benefits of Sampling. Results: An adjusted 0.036 fewer injurious falls (adjusted rate ratio of 0.56) and AUD$4554 lower costs were seen in the intervention group. However, uncertainty that the intervention is cost effective for the prevention of an injurious fall was present at all monetary values of this effectiveness outcome. A new trial with a sample of 4376 patients was estimated to maximise the Expected Net Benefit of Sampling, generating a net benefit of AUD$186,632 at a benefit-to-cost ratio of 1.1. Conclusions: The benefits to cost ratio suggests that a new trial of the AmbIGeM system in GEMU wards may not be high-value compared to other potential trials, and that the system should be implemented. However, a broader analysis of options for preventing falls in GEMU is required to fully inform decision making. Trial Registration: Australian and New Zealand Clinical Trial Registry (ACTRN 12617000981325). © 2022, The Author(s), under exclusive licence to Springer Nature Switzerland AG.",3,10.1007/s40258-022-00773-6,"This paper conducts a cost-effectiveness analysis of the AmbIGeM system, which uses AI to prevent falls in geriatric patients, and evaluates its economic implications within the healthcare system. The focus is on the economic outcomes of implementing the AI system rather than on the AI technology itself, thus it fits into class A. Class: A",A,2008,68,stop,fp_0705bf87c0
