Abstract,Topic,DOI,GPT_response,GPT_class,Input_tokens,Output_tokens,reason_stop,system_fingerprint
"This study examines how foreign equity participation affects the risk-taking of commercial banks using Chinese bank-level data from 2012 to 2020. The results indicate that foreign equity participation significantly reduces bank risk, and there is a U-shaped relationship between the foreign shareholding ratio and bank risk. Mechanism analysis reveals that augmenting foreign ownership strengthens shareholder equilibrium and boosts the presence of foreign directors. This structure enhances dual governance mechanisms, lowering the risk in banking activities. Considering that confounding factors affecting mediator and dependent variables can cause bias in coefficient estimation, we used machine learning methods to determine the best predictive factors affecting bank risk-taking. We indirectly verified the theoretically driven empirical model by evaluating more explanatory variables and selecting subsets of explanatory variables. In addition, we find that governance enhancements are particularly pronounced in Chinese banks, characterized by smaller scale and less income diversification. Additionally, foreign ownership significantly impacts banks' market risk more than credit and operational risks. Our results imply that China's financial regulatory authorities need to shift the focus of supervision to examining foreign shareholding ratio and corporate governance ability. © 2024 Elsevier B.V.",-1,10.1016/j.pacfin.2024.102387,"This study analyzes the effect of foreign equity participation on the risk-taking behavior of commercial banks in China, utilizing machine learning methods to identify predictive factors. While it employs AI methods for analysis, the primary focus is on the impact of foreign equity on bank risk, placing it in category A. Class: A",A,1394,60,stop,fp_0ba0d124f1
"In this paper, we investigate whether enterprises adopting digital finance exhibit higher values. Based on the Management Discussion and Analysis (MD&A) sections of annual reports, we employ textual analysis and machine learning techniques to construct an indicator of the degree to which enterprises apply digital finance. We utilize panel data regression and mediation models based on data of Chinese A-share listed companies from 2016 to 2022 and explore the impact of this degree of digital finance application on enterprise value. We find that the degree to which enterprises apply digital finance elevates their values. The in-depth integration of digital technology and finance directly enhances enterprise value by reducing financing costs. Additionally, the effects are more evident among small-scale firms and enterprises in regions with lower marketization. However, in the face of the impact of the COVID-19 pandemic, the positive effects on enterprises are relatively low. © 2024 Elsevier Inc.",-1,10.1016/j.najef.2024.102181,"This paper examines the relationship between the application of digital finance and enterprise value using textual analysis and machine learning techniques. It employs panel data regression to analyze the impact of digital finance on firm value, particularly in the context of Chinese A-share listed companies. Since it measures the impact of digital finance (an AI-related technology) on enterprise value, it falls into category A. Class: A",A,1353,76,stop,fp_0ba0d124f1
"Objective: The objective of the article is to adopt the theory of planned behaviour to explore how ChatGPT adoption in entrepreneurship can inspire individuals’ intentions to become digital entrepreneurs underlying the nuanced mediation mechanism of psychological and cognitive constructs (attitude towards digital entrepreneurship, subjective norms, and perceived behavioural control). Research Design & Methods: Drawing on the sample of 604 higher education students at six universities in Vietnam, I used Cronbach’s alpha and confirmatory factor analysis to test the construct’s consistent reliability and validity. Then, I used multiple regression to test hypotheses. Findings: Results of the current research reported that ChatGPT adoption in entrepreneurship significantly and positively affects individuals’ attitudes towards digital entrepreneurship, subjective norms, perceived behavioural control, and digital entrepreneurial intentions. Interestingly, three core antecedents in the theory of planned behaviour significantly mediate the impacts of ChatGPT adoption in entrepreneurship on digital entrepreneurial intentions. Implications & Recommendations: The practical takeaways include enhancing education with tech-positive modules, personalized guidance for digital entrepreneurs, hands-on skill development through workshops, and AI-friendly policies for business integration. Contribution & Value Added: The current research is the first study which provides empirical evidence indicating the impacts of ChatGPT adoption in entrepreneurship on individuals’ attitudes towards digital entrepreneurship, subjective norms, and perceived behavioural control, which, in turn, inspire their digital entrepreneurial intentions. Thus, these findings contribute to the extent of entrepreneurship literature, especially in the landscape of the AI revolution. © 2024, Cracow University of Economics. All rights reserved.",-1,10.15678/EBER.2024.120208,"This paper examines how the adoption of ChatGPT influences individuals' intentions to become digital entrepreneurs, using the theory of planned behavior. It employs a sample of higher education students and utilizes multiple regression analysis to test the relationships between ChatGPT adoption and entrepreneurial intentions. Since it measures the impact of AI (ChatGPT) on entrepreneurial intentions, it falls into category A. Class: A",A,1475,74,stop,fp_0ba0d124f1
"Research background:In the rapidly evolving milieu of digital entrepreneurship, the integration of artificial intelligence (AI) technologies, exemplified by ChatGPT, has witnessed burgeoning prominence. However, there remains a dearth of understanding regarding the relationships between ChatGPT adoption in entrepreneurship and individuals’ cognitive career processes of digital entrepreneurship. Purpose of the article: The primary aim of the research is to adopt the Social Cognitive Career Theory and a moderated mediation model to unravel the intricate dynamics that characterize the impact of ChatGPT adoption in entrepreneurship and digital entrepreneurial intentions, underlying a moderated mediation mechanism of digital entrepreneurial self-efficacy and technostress. Methods: Drawing on the sample of 1326 respondents in Vietnam using a stratified sampling approach, first, Cronbach’s alpha and confirmatory factor analysis were used to test the reliability and validity of scales; after that, Harman’s single-factor and common latent factor were employed to test the common method bias; finally, the PROCESS macro approach was utilized to test the hypothesized model. Findings & value added: Our findings reveal positive impacts of ChatGPT adoption in entrepreneurship on digital entrepreneurial self-efficacy and digital entrepreneurial intentions. Moreover, digital entrepreneurial self-efficacy is found to significantly mediate the impact of ChatGPT adoption in entrepreneurship on digital entrepreneurial intention. Furthermore, technostress emerges as a significant negative moderator, influencing the impact of ChatGPT adoption in entrepreneurship on both digital entrepreneurial self-efficacy and intentions. This study thus contributes to the literature by advancing our understanding of how AI technologies shape entrepreneurial aspirations, offering valuable insights for scholars and practitioners navigating the transformative landscape of digital entrepreneurship. © Instytut Badań Gospodarczych / Institute of Economic Research (Poland).",-1,10.24136/eq.3074,"This paper examines the impact of ChatGPT adoption on digital entrepreneurial intentions through the lens of Social Cognitive Career Theory. It employs a moderated mediation model using a sample of 1326 respondents in Vietnam, analyzing factors like self-efficacy and technostress. Since it focuses on the effects of AI (ChatGPT) on entrepreneurial processes, it falls into category A. Class: A",A,1515,76,stop,fp_0ba0d124f1
"Navigating the complex landscape of corporate climate disclosures and their real impacts is crucial for managing climate-related financial risks. However, current disclosures oftentimes suffer from imprecision, inaccuracy, and greenwashing. We introduce CLIMATEBERT CTI, a deep learning algorithm, to identify climate-related cheap talk in MSCI World index firms’ annual reports. We find that only targeted climate engagement is associated with less cheap talk. Voluntary climate disclosures are associated with more cheap talk. Moreover, cheap talk correlates with increased negative news coverage and higher emissions growth. Hence, cheap talk helps assess climate initiatives’ effectiveness and anticipate reputation and transition risk exposure. © 2024 The Author(s)",-1,10.1016/j.jbankfin.2024.107191,"This paper introduces CLIMATEBERT CTI, a deep learning algorithm designed to identify misleading climate-related disclosures in corporate reports. It analyzes the relationship between climate engagement and the prevalence of ""cheap talk,"" focusing on its implications for assessing climate initiatives and associated risks. Since it measures the impact of AI on understanding corporate climate disclosures, it falls into category A. Class: A",A,1311,74,stop,fp_0ba0d124f1
"This study examines the association between digital technology adoption and supply chain concentration. Using the detailed patent description data of publicly listed Chinese companies over 2007–2021, we identify the level of digital technology adoption in those companies by machine learning. We find supply chain concentration is significantly lower when the level of digital technology adoption is higher. Results from further analysis suggest the relation between digital technology adoption and supply chain concentration is more prominent when the company, compared to rivals, gains competitive advantage. Meanwhile, the age of the CEO and the industry the firm belongs to influence the relation. Additionally, the adoption of digital technologies significantly improves the performance of listed companies. Overall, this study suggests the incorporation of digital technologies shapes the inter-firm relationship and enriches the understanding of supply chain relationships, which have a profound implication on supply chain management. © 2024 The Author(s)",-1,10.1016/j.frl.2024.105413,"This study uses machine learning to analyze the relationship between digital technology adoption and supply chain concentration among Chinese companies. It finds that higher digital technology adoption correlates with lower supply chain concentration and improved company performance. Since the paper employs AI methods (machine learning) to explore a research question, it is classified as category B. Class: B",B,1347,66,stop,fp_0ba0d124f1
"Financial institutions have recognized the value of collaborating human expertise and AI to create high-performance augmented decision-support systems. Stakeholders at lending firms have increasingly acknowledged that plugging data into AI algorithms and eliminating the role of human underwriters by automation, with the expectation of immediate returns on investment from business process automation, is a flawed strategy. This research emphasizes the necessity of auditing the consistency of decisions (or professional judgment) made by human underwriters and monitoring the ability of data to capture the lending policies of a firm to lay a strong foundation for a legitimate system before investing millions in AI projects. The judgments made by experts in the past re-emerge in the future as outcomes or labels in the data used to train and evaluate algorithms. This paper presents Evidential Reasoning-eXplainer, a methodology to estimate probability mass as an extent of support for a given decision on a loan application by jointly assessing multiple independent and conflicting pieces of evidence. It quantifies variability in past decisions by comparing the subjective judgments of underwriters during manual financial underwriting with outcomes estimated from data. The consistency analysis improves decision quality by bridging the gap between past inconsistent decisions and desired ultimate-true decisions. A case study on a specialist lending firm demonstrates the strategic work plan adapted to configure underwriters and developers to capture the correct data and audit the quality of decisions. © 2024 Elsevier Inc.",-1,10.1016/j.irfa.2024.103149,"This paper discusses the integration of human expertise and AI in decision-support systems for lending firms. It presents a methodology (Evidential Reasoning-eXplainer) to assess and improve the consistency of decisions made by human underwriters compared to AI-generated outcomes. The focus is on auditing decision quality and the interplay between human judgment and AI, which qualifies it for category A. Class: A",A,1445,78,stop,fp_0ba0d124f1
"This empirical study investigates whether a strong bank culture may help strengthen, weaken, or have no effect on the relationship between regulatory capital and liquidity creation. Using a machine learning approach and banks’ 10-K reports, we first measure the corporate culture of selected bank holding companies (BHCs) in the United State (U.S.) over the period between 1995 and 2019. We find that bank culture does affect the link between regulatory capital and liquidity creation. In particular, while we find that regulatory capital has a negative impact on bank liquidity creation, a strong culture in a bank weakens this negative association. We also find that an increase in asset-side liquidity creation is the main channel through which bank culture exerts its moderating role. Finally, our results are largely driven by smaller banks, banks with a more traditional funding structure and more profitable banks. The results of this study suggest that regulators should consider bank culture as being a crucial element in the monitoring approach when designing bank regulation and supervision. © 2024 Elsevier B.V.",-1,10.1016/j.jfs.2024.101265,"This empirical study uses machine learning to analyze the impact of bank culture on the relationship between regulatory capital and liquidity creation in U.S. banks. It finds that a strong bank culture moderates the negative effects of regulatory capital on liquidity creation. Since the study employs AI methods to address a research question, it falls into category B. Class: B",B,1384,68,stop,fp_0ba0d124f1
"This study measures the systemic risk of 183 listed and unlisted commercial banks in China from 2010 to 2021 using machine learning algorithms to investigate the influence of digital transformation on banks’ systemic risk, finding that digital transformation has an inverted U-shaped influence on banks’ systemic risk. Risk-taking and noninterest income have important mediating roles. High regional digitalization can weaken the effect of digital transformation on banks’ systemic risk, whereas market concentration has an opposite moderating effect. The results presented in this paper are of particular importance for regulatory authorities to improve the systemic risk prevention of banks. © 2024 Elsevier Inc.",-1,10.1016/j.frl.2024.105358,"This study employs machine learning algorithms to measure the systemic risk of banks and examines the influence of digital transformation on this risk. It identifies an inverted U-shaped relationship and explores mediating and moderating factors. Since the focus is on measuring the impact of digital transformation (an aspect of AI) on systemic risk, it falls under category A. Class: A",A,1301,70,stop,fp_0ba0d124f1
"In the current study, we scrutinize the efficacy of bank-affiliated venture capital (BVC) in augmenting the performance of European FinTech firms, with a specific sample size of 105 firms. The investigation is anchored in a resource-based view (RBV) and examines the strategic comportment of banks vis-à-vis FinTech enterprises. Utilizing a dataset that encompasses pre-Brexit European FinTech firms from 2006 to 2019, we implement logistic regression models for our primary analysis. Propensity score matching is invoked to mitigate selection bias, and machine learning techniques are applied to address data imbalance. The empirical evidence demonstrates that FinTech firms backed by BVC exhibit superior profitability and asset performance compared to their non-BVC-backed counterparts. The robustness of these findings persists even after accounting for selection bias and data imbalance. The study posits that bank-affiliated venture capital serves as a pivotal criterion for FinTech entrepreneurs in investor selection, thereby enriching the scholarly discourse on the symbiotic relationship between traditional banking institutions and emergent financial technologies within a European context characterized by information asymmetry and resource-based complementarities. © 2024 The Authors",-1,10.1016/j.iref.2024.03.061,"This study examines the effectiveness of bank-affiliated venture capital (BVC) in enhancing the performance of European FinTech firms, using logistic regression and machine learning techniques. It focuses on the relationship between BVC and FinTech performance, which qualifies it for category A as it analyzes the impact of a specific financial intervention (BVC) on firm outcomes. Class: A",A,1403,73,stop,fp_0ba0d124f1
"We investigate whether targeting algorithms can improve the effectiveness of financial education programs by identifying ex-ante the most appropriate recipients. To this end, we use micro-data from around 3800 individuals who participated in a financial education campaign conducted in Italy in late 2021. First, we employ machine learning (ML) tools to devise a targeting rule that identifies individuals who should be primarily targeted by a financial education campaign based on easily observable characteristics. Second, we simulate a policy scenario, using a random sample of individuals who took part in the campaign but were not employed to devise the targeting rule. We find that pairing a financial education campaign with an ML-based targeting rule leads to greater effectiveness. Finally, we discuss the policy implications of our findings, and the conditions that must be met for ML-based targeting to be effectively implemented. © 2024 American Council on Consumer Interests.",-1,10.1111/joca.12577,"This paper examines the use of targeting algorithms to enhance the effectiveness of financial education programs. It employs machine learning tools to create a targeting rule based on individual characteristics and simulates policy scenarios to assess effectiveness. Since the focus is on using AI methods (ML) to improve a financial education campaign, it falls into category B. Class: B",B,1347,67,stop,fp_0ba0d124f1
"This study provides the empirical evidence on the impact of big data analytics (BDA) on firm risk. Using a combination of deep learning and text mining, we construct BDA indicators for a sample of Chinese A-share listed companies from 2003 to 2019. We find a significant positive relationship between BDA and firm risk. In addition, we identify several factors that significantly moderate the effect of BDA on firm risk. Examining the channels, we find that BDA affects corporate policy actions that lead to higher firm risk. Further, this study also shows that the improvement in BDA is value-enhancing for the firm and that this improvement is somewhat sustainable. The results of the test for endogeneity and other tests indicate that our causal relationship is robust. © 2024 Elsevier B.V.",-1,10.1016/j.ribaf.2024.102371,"This study empirically examines the impact of big data analytics (BDA) on firm risk using deep learning and text mining to construct BDA indicators. It finds a significant positive relationship between BDA and firm risk, identifying moderating factors and causal relationships. Since the focus is on analyzing the impact of BDA (an AI-related method) on firm risk, it falls under category A. Class: A",A,1336,81,stop,fp_0ba0d124f1
"By applying a widely used machine learning technique called natural language processing (NLP) to unstructured text from annual reports, we create a new, multi-dimensional measure that captures the degree of digitalization capabilities of sensing, seizing, and reconfiguring. We construct a digitalization capabilities dictionary using one of the latest NLP techniques—the word embedding model—for 36,200 firm-year observations over the period 2010–2021. Moreover, we show the top- and bottom-ranked listed firms in China by digitalization capabilities. Finally, we illustrate how these new measures can generate novel insights into the relationship between the type of digitalization capabilities and firm performance through regression analysis, furthering our understanding of the digitalization–performance relationship. That is, digitalization capabilities function as a double-edged sword that may help or hurt firm performance. © 2024 Elsevier B.V.",-1,10.1016/j.ribaf.2024.102380,"This paper employs natural language processing (NLP) to create a measure of digitalization capabilities from annual reports. It analyzes the relationship between these capabilities and firm performance using regression analysis. Since the study uses AI methods (NLP) to derive insights about digitalization's impact on performance, it falls into category B. Class: B",B,1351,66,stop,fp_0ba0d124f1
"Food insecurity and food surplus are two pressing issues that have been exacerbated by the COVID-19 pandemic. This paper presents a novel approach to addressing these problems using blockchain technology. More specifically, data from the Italian Regusto platform are analysed to identify factors that determine the volume and economic value of surplus food redistribution. From a methodological statistical perspective, the performance of Stepwise Multiple Linear Regression and Random Forest are compared in a blockchain data analysis. The effective machine-learning-based analysis reveals that the Regusto platform gives people greater access to the surplus food redistributed by non-profit organizations and suppliers through both donations and sales. The study also highlights the potential effects of redistributing surplus food on the beneficiaries' diets and health and we find that redistributing surplus food can reduce household food insecurity among low-income families and communities measured by food poverty and COVID-19 indexes at different spatial locations. Overall, by offering a unique perspective on these issues through the lens of blockchain technology, our study can inspire further research on how this technology can ensure everyone has enough affordable, nutritious food to lead healthy lives. © 2024 The Authors",-1,10.1016/j.seps.2024.101868,"This paper analyzes the impact of blockchain technology on food surplus redistribution and its effects on food insecurity, using statistical methods like Stepwise Multiple Linear Regression and Random Forest. It focuses on the economic and social implications of food redistribution, which qualifies it for category A. Class: A",A,1393,54,stop,fp_0ba0d124f1
"In this paper, we examine the impact of board demographic characteristics on Chinese firms’ cross-border Mergers and Acquisition (M&A) performance, especially the gender diversity of the board composition. We unveil that female board proportion exhibits a positive and significant effect on cross-border M&A performance. On the other hand, board member age diversity and board member education diversity play a trivial role on cross-border M&A performance. We further introduce an optimization model called Particle Swarm Optimization (PSO), which is an artificial intelligence technical application, to address the optimal board diversity regarding the M&A performance. We demonstrate that a better organized board structure, such as increasing female board presentation tend to improve cross-border M&A performance of Chinese firms. We argue that the enhanced performance from optimized board diversity might be transmitted through the channel of corporate governance. Furthermore, we reveal that the board diversity effect is stronger in private owned companies compared with state owned companies. Our results can thereby deliver implications of corporate governance. © 2024 Elsevier Inc.",-1,10.1016/j.iref.2024.02.077,"This paper examines the relationship between board demographic characteristics, particularly gender diversity, and the performance of cross-border M&A in Chinese firms. It employs an AI technique, Particle Swarm Optimization (PSO), to optimize board diversity for improved M&A performance. The focus on using AI to enhance understanding of board diversity's impact classifies it in category B. Class: B",B,1377,73,stop,fp_0ba0d124f1
"The conversation about how artificial intelligence (AI) might affect various areas of law (and other areas of life) has, in recent months, centred around ChatGPT which is just one application of AI. This article takes a broader view and assesses how AI, and technology more broadly, has begun to transform, and will continue to transform corporate insolvency law. While the pandemic has increased the adoption of technology in corporate insolvency processes, there is scope for further transformation. This article aims to survey the technological changes to corporate insolvency law and practice thus far and assess, based on current advances in technology, the potential for further transformation. It advances the argument that technology can improve efficiencies both prior to and during formal insolvency resolution processes. It therefore would be in the interests of every country to facilitate the adoption of technology at various points in the insolvency process. The article takes a cross-jurisdictional approach to identify tech advances in insolvency law across different countries based on which best practices and guidelines can be outlined. © 2023 The Author. International Insolvency Review published by INSOL International and John Wiley & Sons Ltd.",-1,10.1002/iir.1512,"This article surveys the impact of AI and technology on corporate insolvency law, focusing on changes and potential improvements in efficiency during insolvency processes. It takes a cross-jurisdictional approach to identify technological advancements and best practices. Since it analyzes the impact of technology (including AI) on legal processes, it falls into category A. Class: A",A,1401,69,stop,fp_0ba0d124f1
"By taking advantage of machine learning and textual analysis method to construct narrative R&D disclosures, we investigate the impact of narrative R&D disclosures of China's listed firms on their access to bank financing with the two-way fixed effects model. We found that narrative R&D disclosures lead to an increase in bank financing of listed firms. This conclusion still holds after a series of robustness and endogeneity tests. Additionally, it is found that the enhancement of incremental information and banks' superiorities in processing complicated public information are the mechanisms. Finally, we further find that the positive impact of narrative R&D disclosures on bank loans is mainly manifested in the sample of firms operating in highly competitive industries, non-state-owned in nature and R&D-intensive. © 2024 Elsevier Inc.",-1,10.1016/j.frl.2024.105259,"This paper uses machine learning and textual analysis to examine how narrative R&D disclosures affect bank financing for listed firms in China. It employs a two-way fixed effects model to analyze the data and identifies mechanisms that enhance financing access. Since the study measures the impact of narrative disclosures (an AI-related method) on financing outcomes, it falls under category A. Class: A",A,1324,72,stop,fp_0ba0d124f1
