Abstract,Topic,DOI,GPT_response,GPT_class,Input_tokens,Output_tokens,reason_stop,system_fingerprint
"Brick-and-mortar shopping malls are embracing Artificial Intelligence (AI) technology and recommender systems to enhance the shopping experience and boost mall revenue. Echoing this trend, we formulate a new shopping trip recommendation problem, which aims to recommend a shopping trip (i.e., a list of stores) that matches customer preferences and has appropriate trip lengths. To solve this problem, we develop a novel deep learning-enhanced global planning (DeepGP) approach featuring three methodological novelties. First, we introduce a new shopping intensity term based on deep neural networks to capture the variation of trip lengths specific to different shopping contexts. Second, we innovatively formulate the learning and optimization objectives in a consistent form by balancing the shopping choice likelihood and the shopping intensity likelihood, thus resolving the inconsistency issue encountered by prior global planning methods. Third, to overcome the computational challenge caused by the nonlinear shopping intensity term, we design a new exact and efficient solution technique based on piecewise linear transformations. Using a real-world offline shopping dataset, we empirically demonstrate the superior performances of our approach compared to representative benchmarks in offering more accurate and relevant shopping trip recommendations. Through a simulation, we show the capacity of our approach to attract and balance customer traffic in practical deployments. Overall, our research highlights the efficacy of combining shopping choices and shopping intensity in a consistent learning and optimization framework for offline shopping trip recommendations. © 2024 Elsevier B.V.",20,10.1016/j.dss.2024.114238,"This paper proposes a deep learning-enhanced approach to recommend shopping trips in malls, focusing on customer preferences and trip lengths. It develops a novel methodology to improve the accuracy of recommendations, indicating that it is primarily about using AI techniques rather than analyzing the impact of AI itself. Therefore, it falls into category B. Class: B",B,1895,65,stop,fp_0705bf87c0
"Digital twin technology has great potential to transform urban planning. However, the governance aspects of city-scale digital twins (CDTs)— a virtual representation of urban environments —are understudied. This study bridges this knowledge gap by adopting a framework that scrutinizes the maturity stages of technology. We introduce the CITYSTEPS Maturity Model, a pioneering maturity framework tailored for CDTs, to assess all development stages of CDTs, including those utilizing artificial intelligence, and analyze the technology's role in urban governance. We highlight the promise of CDTs in enhancing public participation in urban planning and addressing key smart city concerns, such as accountability and transparency. However, significant challenges remain, including public participation, public trust in privacy protection, and technical impediments like inadequate data integration, systems integration, and interoperability. There's also the pressing issue of social inclusion: the potential exclusion of marginalized groups, including those often overlooked in data collection, like the hidden homeless and informal sector workers. We propose CDTs should be designed with a human-centric approach, transparent and unbiased data collection and algorithm development, and be led by an adaptive regulatory framework. The CITYSTEPS Maturity Model lays out a framework to assess CDTs' present state, forecast their future, and understand their governance implications, promoting more inclusive technology adoption. © 2023",20,10.1016/j.techfore.2024.123409,"This study focuses on the governance aspects of city-scale digital twins (CDTs) and introduces the CITYSTEPS Maturity Model to assess their development stages, including the use of AI. It emphasizes the role of CDTs in enhancing public participation and addressing governance challenges in urban planning. Since it analyzes the impact and governance implications of AI in this context, it falls under category A. Class: A",A,1874,79,stop,fp_0705bf87c0
"Cities are increasingly adopting advanced technologies to address complex challenges. Applying technologies such as information and communication technology, artificial intelligence, big data analytics, and autonomous systems in cities' design, planning, and management can cause disruptive changes in their social, economic, and environmental composition. Through a systematic literature review, this research develops a conceptual model linking (1) the dominant city labels relating to tech-driven urban development, (2) the characteristics and applications of disruptive technologies, and (3) the current understanding of inclusive urban development. We extend the discussion by identifying and incorporating the motivations behind adopting disruptive technologies and the challenges they present to inclusive development. We find that inclusive development in tech-driven cities can be realised if governments develop suitable adaptive regulatory frameworks for involving technology companies, build policy capacity, and adopt more adaptive models of governance. We also stress the importance of acknowledging the influence of digital literacy and smart citizenship, and exploring other dimensions of inclusivity, for governing disruptive technologies in inclusive smart cities. © 2024 The Authors",20,10.1016/j.techfore.2024.123382,"This paper conducts a systematic literature review to explore the impact of advanced technologies, including AI, on urban development and inclusivity. It develops a conceptual model that links technology adoption to social, economic, and environmental changes, focusing on the implications for governance and policy. Given its emphasis on the impact of these technologies, it falls into category A. Class: A",A,1814,71,stop,fp_0705bf87c0
"With increasing popularity of ride-hailing services, it becomes important to build transparent and explainable pricing models using artificial intelligence (AI). While the literature on this domain is growing steadily, the application of AI in pricing prediction is relatively new. We drew upon the New York City Taxi dataset to build pricing prediction models to bridge this gap. Our contributions are as follows. First, we created unique clusters for yellow and app-based cabs, leading to a dynamic pricing mechanism across different zones in New York City. Second, we converted a prediction problem into a classification problem by transforming the prices into four distinct quartiles. Third, we applied variable importance schemes to generate top predictors in each cluster. Fourth, our study reveals that differential effects of each predictor for cab-pricing across different clusters exist. Fifth, the “congestion surcharge” is significant for only a few clusters, and imposing such surcharges could hurt the overall taxicab industry. In this manner, our study contributes to the academic literature on taxicab pricing by offering transparent and actionable insights for stakeholders and policymakers, informed by robust AI-driven pricing models and empirical analyses of real-world data. © 2024 The Author(s)",20,10.1016/j.tre.2024.103530,"This paper focuses on developing AI-driven pricing prediction models for ride-hailing services using the New York City Taxi dataset. It aims to create transparent and explainable pricing mechanisms by analyzing the effects of various predictors on pricing across different clusters. Since the study proposes an AI technique to solve a pricing problem, it falls into category B. Class: B",B,1849,68,stop,fp_0705bf87c0
"Current studies on shared autonomous vehicles (SAVs) and road congestion pricing (RCP) mainly focus on their independent effect on mobility, and rarely consider the joint impact of the two policies on accessibility. In light of this incentive, this paper establishes a bi-level programming model with multi-objective functions and multi-decision variables to solve the joint optimal pricing problem of SAVs and RCP considering accessibility. Because of the complex relationship between the decision variables and the objective functions, the proposed bi-level programming model belongs to a black-box problem. A machine learning algorithm based on multi-objective Bayesian optimization was developed to solve the proposed model, by taking Jiangyin City as an empirical case study. The results show that the combined implementation of SAVs and RCP plays an essential role in enhancing the performance of land-use and transportation systems. However, this advantageous outcome relies on an appropriately appropriate pricing strategy. Failing to account for the influence of the pricing strategy on implementation efficacy, SAVs and RCP could result in a 22.2 % and 5.0 % degradation in regional accessibility and total flow time, respectively. In contrast, the joint optimal pricing strategy of SAVs and RCP can not only mitigate traffic congestion and improve transportation network efficiency but also optimize urban spatial distribution and promote compact urban development, ultimately achieving a 14.0 % improvement in regional accessibility and 18.5 % reduction in total flow time. Sensitivity analysis reveals that with the increase in SAV market penetration rate, regional accessibility sees a steady rise. Conversely, the total flow time initially escalates before experiencing a decline. The method proposed in this paper serves not only in determining the joint optimal pricing strategy of SAVs and RCP to enhance accessibility, but also in analyzing and optimizing the accessibility impact of other land-use and transportation policies. © 2023 Elsevier Ltd",20,10.1016/j.cities.2023.104742,"This paper develops a bi-level programming model to analyze the joint impact of shared autonomous vehicles (SAVs) and road congestion pricing (RCP) on accessibility. It employs a machine learning algorithm for optimization, focusing on the implications of these policies rather than the impact of AI itself, thus categorizing it as a study that proposes an AI technique to solve a problem. Class: B",B,1984,77,stop,fp_0705bf87c0
"Nowadays, it has become a tedious task to control the traffic caused by the unplanned parking system. Many manual parking systems are used these days, which always don't provide accuracy. There is a huge wastage of fuel and time in the manual parking system. During any kind of emergency, it is highly impossible for anyone to wait all the way to the parking lot, which may lead to any kind of danger. Manual parking systems must be fast enough and the person should be attentive all day, which is also not so effective. To avoid such circumstances, it is essential to develop an intelligent parking system that utilizes the benefits of artificial intelligence and IoT-based systems for improving the applications. This paper examines various intelligent parking systems in depth and compares their efficiency to traditional methods. From the studies, it is evident that image segmentation and compression techniques provide better accuracy and provide reliable efficiency. © 2023 The authors and IOS Press.",20,10.3233/ATDE221303,"This paper explores the development of an intelligent parking system that leverages AI and IoT technologies to improve parking efficiency compared to traditional methods. It focuses on comparing the effectiveness of various intelligent parking systems, indicating a proposal of an AI technique rather than analyzing the impact of AI itself. Thus, it falls into category B. Class: B",B,1797,66,stop,fp_0705bf87c0
"With the increasing usage and impact of artificial intelligence (AI) in society, AI could be utilized for improving society in terms of improving overall urban quality of life through smart cities. This, along with the rise of sustainable urban development, would lay the foundations for the concept of green smart cities and communities. Both concepts, when combined, would present a challenge due to various economical, technological, environmental, and social factors. This challenge is further amplified by the implementation of the various explainable artificial intelligence (XAI) and interpretable artificial intelligence (IAI) models, presenting a novel approach to green smart cities, with the benefits of an implementation greatly improving smart cities despite the challenge presented. This study would examine the rise of AI through exploring multiple existing AI models and classifying if they're XAI or IAI models as well as what makes them so. It would also discuss current applications of XAI and IAI models as well as how they integrate into sustainable urban development. The challenges and complexities of both XAI and IAI models and sustainable urban development would also be discussed and the potential challenges if both were to be implemented, taking into consideration the various sectors of a smart city. Emerging trends and technologies of both AI model types would also be explored wherein novel AI applications would be included for future insights into these applications into green smart cities. © 2023 IEEE.",20,10.1109/HNICEM60674.2023.10589252,"This study explores the role of explainable and interpretable artificial intelligence (XAI and IAI) models in enhancing sustainable urban development within the context of green smart cities. It examines existing AI models, their applications, and the challenges associated with their implementation, focusing on the impact of AI on urban quality of life. Since it analyzes the implications and challenges of AI in urban development, it falls into category A. Class: A",A,1886,85,stop,fp_0705bf87c0
"Digital transformation has gained traction in the current digital era to spark new study areas and have an impact on daily life. This study explores restorative social justice through the application of digital transformation; it highlights opportunities and risks, such as the potential unintended consequences as Municipalities transition into Smart Cities, eradicating the Apartheid-infused spatial planning with the resultant entrenched inequality; digital divide, transparency, and the likelihood of discrimination are only a few of the ensuing ethical challenges posed by the escalating use of artificial intelligence and automated decision-making in the public sector. The exercise of personal freedom and rights, such as the right to privacy and data protection or the right to be free from discrimination on any grounds, including one's level of digital literacy or access, can be adversely impacted by technology. Digital ethical challenges also continue to plague the adoption of technology globally due to the lack of adequate safeguards. To maximize the positive effects of the digital revolution on human rights, democracy, and the rule of law, legislation, regulation, and policy are required in controlling artificial intelligence (AI) use in the public sector to prevent unfavourable societal effects. This study addresses the important topic, 'how can digitalization be used to accelerate restorative social justice in the City of Ekurhuleni?' can the path of digitalization give rise to a new form of social injustice?  © 2023 IEEE.",20,10.1109/E-TEMS57541.2023.10424566,"This study investigates the implications of digital transformation and AI on social justice, particularly in the context of municipalities transitioning to Smart Cities. It highlights ethical challenges and the need for regulation to mitigate negative societal impacts, focusing on the intersection of technology and social equity. Since it analyzes the impact of AI on social justice outcomes, it falls into category A. Class: A",A,1887,71,stop,fp_0705bf87c0
"Research on smart cities is emerging where experts are trying to uncover the influence of smart cities from various perspectives. Some experts are trying to discuss the essentiality and sustainability of smart cities. This study endeavours to investigate the nexus between smart city applications (i.e., smart homes, smart education, smart transportation, smart health, smart safety, and smart power) with respect to sustainable development (SSD) within the three major perspectives of SSD, i.e., social development (SoD), economic development (EcD), and environmental development (EnD) with empirical analysis from the Chinese market. First, this study confirmed a positive connection of smart city applications on sustainable development. Second, the influence of each factor of SSD such as SoD, EcD, and EnD was independently confirmed. This study provides insights into smart cities, how transformation toward smart cities may improve social, economic, and environmental performance of a nation. The study also provides various applications in terms of theoretical perspectives and managerial perspectives to better shape a society during the current era of artificial intelligence. The study states the drawbacks along with the future potential for future researchers. Copyright © 2023 Inderscience Enterprises Ltd.",20,10.1504/IJISCM.2023.136680,"This study investigates the relationship between smart city applications and sustainable development, focusing on social, economic, and environmental dimensions in the Chinese context. It confirms a positive connection between smart city applications and sustainable development outcomes, indicating a broader impact of these technologies. Given its emphasis on the implications of smart city technologies, including AI, for economic and social development, it falls into category A. Class: A",A,1848,78,stop,fp_0705bf87c0
"Information communication technologies (ICTs) for smart cities enhance the quality of life for residents by incorporating various evolving technologies. It utilises interconnected devices and distinct technologies to optimise energy consumption, improve transportation systems, manage waste efficiently, and enhance public safety. It is claimed that research on smart cities is emerging where experts are trying to uncover the influence of smart cities ICTs from various perspectives and domains, worldwide. This study endeavours to investigate the nexus among smart city ICTs such as IoT, big data analytics, AI, cloud computing, wireless communication, smart grids, intelligent transportation system, e-governance, smart building, smart health, cyber security, and smart education with respect to economic development (ED) from the context of China. This study also attempts to uncover the moderating influence of government policies (GPs) between ICTs for smart city and ED. This study confirmed a positive connection of smart city ICTs on ED. Second, the study revealed a positive moderating connection of GP between smart city ICTs and ED. This study provides insights into smart cities and ICTs that show how shifting paradigm toward smart technologies can help to improve government services. Copyright © 2023 Inderscience Enterprises Ltd.",20,10.1504/IJISCM.2023.136683,"This paper investigates the relationship between smart city ICTs, including AI, and economic development in China, while also examining the moderating role of government policies. The focus on economic development outcomes and the implications of ICTs, including AI, qualifies it for category A. Class: A",A,1857,56,stop,fp_0705bf87c0
"NAs the demand for taxi reservation services has increased, increasing the income of taxi driverswith advanced services has attracted attention. In this article, we propose a path decision framework that considers real-time spatial-temporal predictions and traffic network information. The goal is to optimize a taxi driver’s profit when considering a reservation. Our framework contains four components. First, we build a grid-based road network graph formodeling traffic network information for speeding up the search process. Next,we conduct two prediction modules that adopt advanced deep learning techniques to guide proper search directions for recommending cruising locations. One module of the taxi demand prediction is used to estimate the pick-up probabilities of passengers in the city. Another one is destination prediction, which can predict the distribution of drop-off probabilities and capture the flow of potential passengers. Finally, we propose the H* (Heuristic-star) algorithm, which jointly considers pick-up probabilities, drop-off distribution, road network, distance, and time factors based on the attentive heuristic function to dynamically recommend next cruising locations. Compared with existing route planning methods, the experimental results on a real-world dataset have shown that our proposed approach is more effective and robust. Moreover, our designed search scheme in H* can decrease the computing time and allow the search process to be more efficient. To the best of our knowledge, this is the first work that focuses on guiding a route, which can increase the income of taxi drivers under the constraint of booking information. © 2022 Association for Computing Machinery. All rights reserved.",20,10.1145/3512468,"This paper proposes a path decision framework utilizing deep learning techniques to optimize taxi drivers' profits by predicting passenger pick-up and drop-off probabilities. The focus is on developing an AI technique for route optimization rather than analyzing the impact of AI itself, placing it in category B. Class: B",B,1914,56,stop,fp_0705bf87c0
"Background: In the context of a developing nation, children's participation in communal life is almost non-existent. The goal of the study is to contribute to national policies for local development that should prioritize the safety and well-being of the most vulnerable populations, particularly children under the age of 18. Innovating, including children in decision-making and maintaining local services in three pilot municipalities in order to prevent and combat all forms of exploitation to which they are exposed. How can Youth engagement in social and political community life be improved through better understanding of their needs and interests, and what are the artificial intelligence implications? Method: The methodology was used and designed to re-validate an existing program using pre-defined components of an agreement between the Italian and Lebanese governments. A needs study on the socio-demographic profile of youth and a situational analysis was conducted answering three objectives in the program of the Child Friendly City initiative. Results: Assuring the long-term viability and social inclusion of a significant sociodemographic group was successfully implemented: A free call center, software applications, a library, a digital network center, and the involvement of children on the municipal board of directors were established. The findings need to be adapted to various locations using artificial intelligence (AI) solutions and strategies for social awareness and behavior analysis. Conclusion: The importance of this study was underscored during the Covid-19 sanitary crisis, when some of these technologies enabled young people in impacted areas to integrate and become aware of the pandemic's risk. The case was based on theories such as Gender Inequalities and Children's Inclusion, Municipal Governance & Reform, Organizational Innovation (Public Sector), and Social Inclusion, and it demonstrates the value of innovating in the public sector and protecting vulnerable populations through the use of AI. © Association for Information Systems.",20,10.17705/1pais.14304,"This study explores how to enhance youth engagement in community life through understanding their needs and interests, with a focus on the implications of AI in this context. It employs a needs assessment and situational analysis to inform local development policies aimed at protecting vulnerable populations, particularly children. The emphasis on AI's role in social awareness and behavior analysis indicates a focus on the impact of AI. Class: A",A,1968,77,stop,fp_0705bf87c0
