Abstract,Topic,DOI,GPT_response,GPT_class,Input_tokens,Output_tokens,reason_stop,system_fingerprint
"This paper examines the impact of cleaner energy adoption (i.e., renewable energy consumption and generation) on inflation rates in G7 economies from 1997 to 2021. The Principal Component Analysis is used to construct the renewable energy consumption and generation indices. Then, the paper runs various artificial neural networks and machine learning methods to test the validity of the cleaner energy-led inflationary economy hypothesis. It is observed that renewable energy consumption and production significantly predict inflation rates along with macroeconomic variables. The effects of renewable energy consumption and production on inflation rates are positive. Related policy implications are also discussed. © 2024 Elsevier B.V.",2,10.1016/j.eneco.2024.107718,"This paper investigates the relationship between cleaner energy adoption and inflation rates in G7 economies, utilizing Principal Component Analysis and various machine learning methods to validate the hypothesis that renewable energy influences inflation. The focus is on the economic implications of renewable energy on inflation rates, rather than the use of AI itself. Class: A",A,1704,61,stop,fp_0705bf87c0
"The fourth industrial revolution has brought about key technological breakthroughs represented by artificial intelligence (AI) and blockchain (BC), which provide an opportunity for the development of clean energy (CE). We employ a wavelet-based quantile-on-quantile approach to investigate the correlation among AI, BC and CE over different periods and time horizons. The results show that although the integration of AI and CE systems requires a lot of time, it can significantly boost CE development in the long run. However, BC cannot significantly promote CE development except for a few extreme periods. Our results are supported by the mechanism of interaction among AI, BC and CE development, which highlights their relationship. Therefore, the government should focus on promoting the development of new information technologies and their integration with the CE system, which is crucial for the implementation of energy transition strategies. In addition, low-carbon investors should focus on these technologies because of their relationship with CE. © 2023",2,10.1016/j.eneco.2024.107616,"This paper investigates the correlation between AI, blockchain, and clean energy development using a wavelet-based quantile-on-quantile approach. It highlights the long-term impact of AI on clean energy systems and provides policy recommendations, focusing on the implications of AI adoption. Class: A",A,1763,55,stop,fp_0705bf87c0
"This paper examines the impact of changes in the stringency of environmental regulations on productivity growth. We exploit several data sources, including the OECD Environmental Policy Stringency Index and balance sheet information from ORBIS and iBACH, to test the Porter hypothesis, according to which firms’ productivity can benefit from more stringent environmental policies. We estimate the regulatory impact over a five-year horizon using panel local projections. To identify the direction of the effects, we estimate CO2 equivalent emissions for all firms in our sample using a machine learning algorithm. As suggested by the country-level analysis and confirmed by the firm-level analysis, policy tightening negatively affects productivity growth of high-polluting firms and to a larger extent than that of their low-polluting peers. Hence, we do not find support for the Porter hypothesis in general. However, not all policies have the same impact – non-market based policies are the most detrimental to productivity growth – and not all highly polluting firms are affected in the same way – the negative impact is mitigated for large firms, which may benefit from easier access to finance and greater innovativeness. © 2024 Elsevier Inc.",2,10.1016/j.jeem.2024.102995,"This paper investigates the impact of environmental regulation stringency on productivity growth, testing the Porter hypothesis using various data sources and machine learning to estimate emissions. It analyzes the economic implications of regulatory changes on firm productivity, particularly focusing on high-polluting firms. Class: A",A,1807,53,stop,fp_0705bf87c0
"We discuss the dual impacts of corporate greenwashing on access to financing. Using data from China's listed firms from 2007 to 2022 and an insightful measurement of greenwashing that uses a machine learning approach, we find that greater greenwashing increases the size of bank loans, the most important financing tool in China. However, we confirm that the effect of greenwashing on promoting financing is inefficient, as it aggravates debt overhang. The results show that media coverage, administrative litigation, and industrial and regional competition can mitigate the effect of greenwashing on financing. Our findings have policy implications for corporate sustainability. © 2024 Elsevier Inc.",2,10.1016/j.frl.2024.105538,"This paper analyzes the effects of corporate greenwashing on access to financing in China, utilizing a machine learning approach to measure greenwashing. It finds that while greenwashing can increase bank loan sizes, it leads to inefficient financing outcomes, indicating a negative economic impact. Class: A",A,1706,54,stop,fp_0705bf87c0
"Artificial intelligence (AI) has enormous potential in improving the efficiency and reducing the cost of energy systems; however, it is unclear whether it can help accelerate the transition from traditional fossil energy to renewable energy (RE). Previous studies have primarily focused on the applications of AI in the energy sector from a technical perspective; in contrast, this paper identifies the process and mechanism of AI's impact on the energy transition, using the wavelet-based quantile-on-quantile approach to estimate the impact of various AI quantiles on energy structure quantiles in different periods. Using data from China, the paper finds that the upper quantiles of AI increase the share of RE in total energy in the long term, demonstrating that AI can, by unlocking its vast potential, accelerate the transition to RE. However, in the short and medium terms, AI negatively impacts RE share, primarily due to considerable challenges in integrating AI into the RE sector. Moreover, the non-RE sector may temporarily benefit more from AI than the RE sector. These findings provide crucial insights for policymakers in coordinating AI's short- and long-term effects on the energy transition to effectively harness RE's potential and achieve the goal of a low-carbon economy. © 2024 Elsevier B.V.",2,10.1016/j.eneco.2024.107584,"This paper investigates the impact of AI on the transition from fossil fuels to renewable energy using a wavelet-based quantile-on-quantile approach with data from China. It analyzes both the short-term and long-term effects of AI on energy structure, providing insights for policymakers on managing AI's role in energy transition. Class: A",A,1824,65,stop,fp_0705bf87c0
"This study breaks the research chain on “firm digital transformation-trade green transformation”, focusing on the effect and mechanism in firms' digital transformation on the “cleanliness” of export products. It offers theoretical and empirical support on how to respond to demand for a green transformation in trade by firms in the context of their digital transformation. First, we reveal the mechanism in the effect of firms' digital transformation on export product cleanliness at the theoretical level by extending the Stackelberg game model and constructing a variable for product cleanliness. Second, we build an index to evaluate firms' digital transformation by matching data on A-share listed companies from 2007 to 2016 with a China Customs firm database and quantitatively analyze it with a machine learning algorithm. Combined with the measured export product cleanliness index, this mechanism is empirically tested with standardized measurement methods. Overall, we find that firms' digital transformation can significantly contribute to improvement in export product cleanliness. This finding remains robust to a series of tests and decomposition of digital transformation into various dimensions. The mechanism test found that the digital transformation of firms mainly promotes the improvement of export product cleanliness through the channels of increasing digital factor inputs, promoting green technology innovation, improving environmental management performance and achieving economies of scale. Heterogeneity analysis shows that digital transformation better facilitates the promotion of cleaner exported products from firms certified with ISO14001, whose primary export destinations are countries outside of the EU, and with high disclosure quality. Furthermore, digital transformation has a structural effect on the improvement of export product cleanliness in the context of urban disclosure of environmental information. © 2024 Elsevier B.V.",2,10.1016/j.eneco.2024.107592,"This study investigates how firms' digital transformation affects the cleanliness of their export products, using a theoretical model and machine learning to analyze data from Chinese firms. It focuses on the mechanisms through which digital transformation enhances environmental performance in exports, indicating a significant impact on trade practices. Class: A",A,1899,56,stop,fp_0705bf87c0
"This study investigates the role of Artificial Intelligence (AI) capabilities in influencing firms' greenwashing behaviors. We find a robust negative association between firms' AI capabilities and unrepresentative environmental disclosure. An instrumental variable approach is employed to establish causality. The effects are more pronounced for firms (1) with a greater exposure to regulatory climate risk, (2) managed by Republican-leaning managers, (3) with stronger governance structures, (4) possessing greater product market pricing power, (5) operating in multiple regions, and (6) with CEOs with higher pay-for-performance sensitivity. We further demonstrate that AI capabilities aid firms in transitioning to green operations through engaging in green and clean innovation. Finally, we find that AI capabilities correlate with lower greenhouse gas emissions. Overall, our findings shed light on the real impact of AI-related technologies in the energy industry. © 2024 Elsevier B.V.",2,10.1016/j.eneco.2024.107653,"This study analyzes the impact of AI capabilities on firms' greenwashing behaviors, finding a negative association between AI capabilities and misleading environmental disclosures. It employs an instrumental variable approach to establish causality and discusses the implications of AI for corporate environmental performance. Class: A",A,1758,51,stop,fp_0705bf87c0
"This paper is the first study to examine the relationship between ESG initiatives and firm value for almost all Japanese listed firms. By constructing our unique AI-based ESG (Environmental Social Governance) scores that have higher coverage than existing ESG scores, we score and analyze firms that have not previously been given ESG scores and provide more robust evidence for the impact of ESG initiatives on firm value. Our unique AI-based ESG scores are classified as ESG disclosure scores. We empirically show that Japanese listed firms engaging in ESG activities have a significantly higher Tobin's Q and higher volatility. We use the COVID-19 pandemic to eliminate reverse causality in our analysis. © 2024 Elsevier B.V.",2,10.1016/j.ribaf.2024.102303,"This paper investigates the impact of AI-based ESG scores on firm value among Japanese listed firms, demonstrating that firms engaged in ESG initiatives exhibit higher Tobin's Q. The study employs empirical analysis to establish a relationship between ESG activities and firm value, focusing on the implications of AI in scoring. Class: A.",A,1712,61,stop,fp_0705bf87c0
"This paper investigates whether and how fintech development is associated with environmental quality. A machine learning technique—the principal component analysis (PCA), is adopted to construct an index that measures fintech development. The two-step system generalised method of moments (GMM) addresses the potential endogeneity in the established nexus. Analysing a panel of 42 countries from 2012 to 2021, we found that fintech development can improve environmental quality by encouraging low-carbon energy consumption and mitigating anthropogenic polluting emissions. Our analysis further reveals that high-income inequality, a socioeconomic issue, counteracts the favourable features of fintech development on the environment. Our findings are robust across various additional analyses and environmental quality indicators. This study, therefore, contributes to the scarce but growing literature on the fintech-environment nexus. © 2023 John Wiley & Sons Australia, Ltd.",2,10.1111/1467-8454.12328,"This paper investigates the relationship between fintech development and environmental quality using machine learning to construct a fintech index and employing GMM to address endogeneity. It analyzes the impact of fintech on environmental outcomes, indicating a positive association with low-carbon energy consumption and pollution reduction. Class: A",A,1747,54,stop,fp_0705bf87c0
"This study aims to examine the impact of fintech investments and resource efficiency on sustainable development in OECD countries between 2010 and 2019. Various estimation techniques, including the Method of Moments Quantile Regression (MMQREG), machine learning-based Kernel Regularized Least Squares (KRLS), and Generalized Method of Moments (GMM), have been utilized in this study. MMQREG and KRLS are both estimators that examine the relationship between variables in several qunatiles, increasing the reliability of the findings. The research results indicate that fintech investments and resource efficiency support sustainable development. Additionally, institutional quality, environmentally friendly technologies, and foreign trade are found to have a positive impact on sustainable development. These findings suggest that financial technology and resource management can play a significant role in promoting both economic and environmental sustainability. © 2024 Elsevier Ltd",2,10.1016/j.resourpol.2024.105017,"This study investigates the impact of fintech investments and resource efficiency on sustainable development in OECD countries, utilizing various estimation techniques including machine learning methods. The focus is on the economic and environmental implications of these investments, indicating a clear analysis of their impact on sustainable development. Class: A",A,1746,54,stop,fp_0705bf87c0
"This paper explores the intersection between artificial intelligence and nuclear energy, shedding light on the intriguing scenario when these two sectors jointly consturct. Through the application of both full-sample and sub-sample methodologies, this study identifies the time-dependent interrelationships between China's artificial intelligence index (AI) and nuclear energy indicator (NUC). The quantitative analysis presents that AI's influence on nuclear energy is twofold. On one hand, AI contributes positively by acting as a catalyst and enhancing safety measures in the nuclear sector. On the other, the impact might be perceived negatively, primarily when cost-effective alternative energy sources overshadow the benefits of nuclear energy. Additionally, the positive effect of NUC on AI highlights the benefits derived from nuclear's expansive and consistent energy output, catering efficiently to AI's substantial energy demands. In essence, AI and NUC are found to be complementary, with each having the potential to propel the other forward. This reciprocity paves the way for a synergistic relationship, promising mutual benefits. The study introduces a fresh perspective on the co-evolution of energy and technology, offering thought-provoking recommendations aimed at cultivating the collaborative growth of AI and NUC towards a common good. © 2023",2,10.1016/j.eneco.2024.107506,"This paper investigates the interrelationship between AI and nuclear energy in China, analyzing how AI enhances safety in the nuclear sector while also considering the competitive dynamics with alternative energy sources. The study employs quantitative methodologies to explore the mutual benefits and complementary nature of AI and nuclear energy. Class: A",A,1816,56,stop,fp_0705bf87c0
"Exploring the role of artificial intelligence (AI) in renewable energy (RE) development is pivotal for seizing technological opportunities and achieving climate objectives. This study uses wavelet analysis to examine the correlation between AI and RE in China. Our findings indicate a co-movement between AI and RE from 2014 to 2016 and a positive influence from AI to RE emerging from late 2018 to 2022. This suggests that AI acts as a facilitator for China's energy transition. Nevertheless, this effect is not constant; it becomes more pronounced with advancements in AI technology. These outcomes align with the techno-economic paradigms framework, implying that China can benefit from AI breakthroughs to accelerate its energy transition. Future policy efforts may focus on fostering collaboration among the government, businesses, and universities to promote AI and RE development. © 2023",2,10.1016/j.eneco.2024.107489,"This paper investigates the relationship between AI and renewable energy development in China using wavelet analysis to identify correlations and influences over time. It highlights AI's role as a facilitator in the energy transition, focusing on the impact of AI on renewable energy outcomes. Class: A",A,1744,52,stop,fp_0705bf87c0
"This paper provides theoretical and methodological underpinnings for optimal investment decisions in the oil & gas industry. In doing so, this paper investigates how to transition from intuitive investment decisions to processing big data. AI and flexible and interactive databases allow for rationalizing decision-making and avoiding randomly insufficiently high environmental effects of investment projects. The corporate responsibility of the oil & gas industry enterprises will be subject to quantitative measurement, statistical accounting, and broad state and public monitoring. The perspectives of the oil & gas industry must connect to the systemic of projects in sustainable development and digitalization. The paper recommends acquiring collections of companies' interactive profiles to manage this industry on big data processing and AI technologies. The analysis supports the necessity for “green” regulation, the development of “smart” dataset monitoring controlled by AI and enterprises’ corporate responsibility subjected to quantitative measurement, statistical accounting, and broad public tracking. © 2024 Elsevier Ltd",2,10.1016/j.resourpol.2024.104807,"This paper discusses optimal investment decisions in the oil and gas industry, emphasizing the transition from intuitive to data-driven decision-making through the use of AI and big data. It focuses on the implications of these technologies for corporate responsibility and sustainable development, rather than analyzing the impact of AI itself. Class: B.",B,1758,60,stop,fp_0705bf87c0
"Natural resources have long been considered a possible engine for economic growth in underdeveloped nations. The nonlinear relationship between natural resources and economic growth is examined, focusing on the regulating function of frontier technology in developing nations. The resource-growth link is estimated using a panel dataset of 57 developing countries from 2008 to 2019 using the System Generalized Method of Moments (GMM) model. Our results show an inverse-U-shaped relationship, where initial resource availability positively influences economic growth, but increased reliance on natural resources after a certain threshold hinders economic growth. It emphasizes the need for efficient resource management and diversifying one's income sources to counteract the negative consequences of the resource curse. This study also reveals the critical part frontier technology had in determining the resource-growth link. The favorable effects of natural resources on economic growth are strengthened by frontier technology, which includes cutting-edge developments in information and communication technology, artificial intelligence, renewable energy, and sophisticated manufacturing. The research's policy repercussions highlight the value of strategic investments in emerging technologies, human capital growth, and institutional reforms. Overall, this study offers an essential new understanding of the difficulties of resource-driven economic development in developing nations. Our findings provide evidence-based recommendations for decision-makers to support human development, sustainable economic growth, and poverty reduction. © 2024",2,10.1016/j.resourpol.2024.104831,"This paper investigates the nonlinear relationship between natural resources and economic growth in developing nations, emphasizing the role of frontier technology, including AI, in this dynamic. It employs a panel dataset and the System GMM model to analyze the data, focusing on policy implications for sustainable development. Class: A",A,1837,57,stop,fp_0705bf87c0
"This study investigates the impact of carbon taxes on fossil fuel extraction in 13 Asian developing economies from 2000 to 2022. The results affirm that a 1% increase in environmental tax revenues correlates with a notable long-term reduction of 0.16% in extraction. Notably, a 1% increase in patent applications reveals an unexpected connection, manifesting as a 0.9% short-term increase and a 0.19% long-term rise in fossil fuel extraction. A 1% increase in green power generation is associated with a short-term reduction of 0.28% and a long-term reduction of 0.32% in fossil fuel extraction. Sustainable utility imports contribute to a decrease in extraction, while urban population growth amplifies it in both the short and long term, highlighting the importance of sustainable urban planning. To promote environmentally friendly fossil fuel extraction, Asian developing economies can implement an effective carbon taxation system that includes standardized carbon reporting, carbon auditing AI systems, and robust big data analysis. © 2023",2,10.1016/j.resourpol.2023.104530,"This study analyzes the impact of carbon taxes on fossil fuel extraction in 13 Asian developing economies, revealing significant correlations between environmental tax revenues, patent applications, and green power generation with fossil fuel extraction rates. While it discusses the use of AI systems for carbon auditing, the primary focus is on the economic implications of carbon taxes rather than the impact of AI itself. Class: A.",A,1787,75,stop,fp_0705bf87c0
"Our study explores the relationship between Green Credit Policy (GCP), bank competition, and corporate green transformation. Previous research mainly focused on the impact of GCP on corporate green practices from a single dimension, with limited attention to bank competition and the overall process of corporate green transformation. Using machine learning methods and Baidu Maps API, we innovatively construct indicators for the green transformation of Chinese A-share-listed companies and bank competition from 2007 to 2020. We treat China's Green Credit Guidelines as a quasi-experiment and find that GCP has a positive impact on corporate green transformation, with bank competition strengthening this effect. Notably, the influence of state-owned banks and foreign banks is more pronounced. Mechanism analysis indicates that alleviating financing constraints and promoting green behavior are critical mechanisms through which GCP affects green transformation. Furthermore, this effect is more pronounced in state-owned enterprises, companies with high environmental transparency, regulated industries, and regions with stronger environmental regulations. © 2024 John Wiley & Sons Ltd.",2,10.1111/jifm.12218,"This study investigates the impact of China's Green Credit Policy on corporate green transformation, considering the role of bank competition. It employs machine learning methods to construct relevant indicators and analyzes the mechanisms through which the policy influences corporate behavior, focusing on economic outcomes. Class: A",A,1779,51,stop,fp_0705bf87c0
"The integration of renewable generation sources into wholesale electricity markets is expected to reduce day-ahead marginal prices. This effect has been widely evidenced by previous literature and is commonly referred to as the merit order effect. However, the factors influencing the components of final prices, other than the day-ahead market price, have not been subjected to as much study. Nevertheless, they may prove crucial in understanding the dynamics between the interrelated trading segments in the wholesale electricity market. Furthermore, in the context of the energy transition process, the penetration of intermittent renewable energy sources (mainly wind and solar photovoltaic) and the non-storability of electricity at a large scale may result in increased market balancing needs and costs. The objective of this study was to identify the primary drivers of final wholesale electricity prices in the Iberian electricity market, apart from the day-ahead market price, using machine learning techniques. The results indicate that the share of renewable generation in the day-ahead market is a significant factor influencing both the cost of managing technical constraints, which aims to address network capacity issues, and the cost of managing balancing processes and resolving adjustment issues by the TSO. However, both of these costs can be readily accommodated by the market, as they represent a minimal percentage of the final price. These findings are of interest to both practitioners and regulators, as they provide a better understanding of the functioning of the market and have implications for the restructuring of the market towards a more sustainable and competitive electricity system. © 2024 the Author(s), licensee AIMS Press.",2,10.3934/GF.2024014,"This paper uses machine learning techniques to identify factors influencing final wholesale electricity prices in the Iberian electricity market, focusing on the impact of renewable generation on market dynamics. It does not analyze the impact of AI itself but rather employs AI methods to study market pricing mechanisms. Class: B.",B,1885,56,stop,fp_0705bf87c0
